store_id,sido_short,sigungu,dong,dong_code,lon,lat,sub,is_decline_area,is_gun,n_stores,n_personal,n_same_kind,s_index,s_ratio,m0,decision,t_star,decision_within_decline
41,강원,양구군,동면,51800320,128.050660258206,38.2167692536268,편의점,True,True,73,4,3,24.333333333333332,0.4993781094527363,-0.5006218905472637,즉시철수,0.0,즉시철수
42,강원,영월군,영월읍,51750250,128.454278189372,37.1727937216742,편의점,True,True,1678,154,34,49.35294117647059,1.01284021071115,0.012840210711150046,만료시철수,25.0,만료시철수
43,강원,화천군,상서면,51790330,127.598357235245,38.1921359447772,편의점,True,True,171,11,8,21.375,0.4386660447761194,-0.5613339552238805,즉시철수,0.0,즉시철수
44,강원,삼척시,정라동,51230540,129.175107444986,37.444217027587,편의점,True,False,348,50,12,29.0,0.5951492537313433,-0.4048507462686567,즉시철수,0.0,즉시철수
45,강원,고성군,현내면,51820310,128.42424388928,38.499792723188,편의점,True,True,208,8,6,34.666666666666664,0.7114427860696517,-0.2885572139303483,즉시철수,0.0,즉시철수
46,강원,고성군,거진읍,51820253,128.453946530389,38.4388855209008,편의점,True,True,502,43,8,62.75,1.2877798507462688,0.2877798507462688,유지,73.0,유지
47,강원,고성군,토성면,51820330,128.546843134718,38.2889921400968,편의점,True,True,897,32,34,26.38235294117647,0.5414288849868306,-0.4585711150131694,즉시철수,0.0,즉시철수
48,강원,정선군,고한읍,51770253,128.857193217413,37.2003345868398,편의점,True,True,533,30,19,28.05263157894737,0.5757069913589945,-0.4242930086410055,즉시철수,0.0,즉시철수
49,강원,평창군,봉평면,51760340,128.378485551647,37.6150227396316,편의점,True,True,897,39,14,64.07142857142857,1.3148987206823028,0.31489872068230285,유지,77.0,유지
50,강원,홍천군,홍천읍,51720250,127.8733787656,37.6847386489372,편의점,True,True,2611,332,41,63.68292682926829,1.3069257371678193,0.30692573716781935,유지,76.0,유지
51,강원,정선군,사북읍,51770256,128.825836275358,37.2264174896576,편의점,True,True,511,44,25,20.44,0.41947761194029853,-0.5805223880597015,즉시철수,0.0,즉시철수
52,강원,영월군,북면,51750330,128.417527518697,37.212485746214,편의점,True,True,91,7,1,91.0,1.867537313432836,0.8675373134328359,유지,147.0,유지
53,강원,태백시,구문소동,51190605,129.021253478483,37.1010618490077,편의점,True,False,75,16,2,37.5,0.769589552238806,-0.23041044776119401,즉시철수,0.0,즉시철수
54,강원,철원군,김화읍,51780253,127.421142574437,38.2463190922597,편의점,True,True,102,6,4,25.5,0.523320895522388,-0.47667910447761197,즉시철수,0.0,즉시철수
55,강원,인제군,서화면,51810340,128.208668480596,38.2291486344611,편의점,False,True,170,11,8,21.25,0.43610074626865675,-0.5638992537313432,즉시철수,0.0,
56,강원,삼척시,근덕면,51230310,129.226348431051,37.3802397086868,편의점,True,False,570,17,17,33.529411764705884,0.6881035996488148,-0.31189640035118515,즉시철수,0.0,즉시철수
57,강원,고성군,토성면,51820330,128.563276239705,38.2537147878945,편의점,True,True,897,32,34,26.38235294117647,0.5414288849868306,-0.4585711150131694,즉시철수,0.0,즉시철수
58,강원,인제군,북면,51810320,128.352805314959,38.1934699905197,편의점,False,True,933,62,16,58.3125,1.1967117537313432,0.1967117537313432,유지,58.0,
59,강원,태백시,상장동,51190540,128.989095037879,37.1594355261702,편의점,True,False,641,82,17,37.705882352941174,0.7738147497805091,-0.22618525021949087,즉시철수,0.0,즉시철수
60,강원,고성군,간성읍,51820250,128.470507178339,38.3789919334327,편의점,True,True,530,45,6,88.33333333333333,1.8128109452736318,0.8128109452736318,유지,141.0,유지
61,강원,홍천군,영귀미면,51720352,127.937919946172,37.6776930886068,편의점,True,True,160,5,3,53.333333333333336,1.0945273631840797,0.09452736318407973,만료시철수,41.0,만료시철수
62,강원,양양군,현북면,51830330,128.724016027532,38.0224318053075,편의점,True,True,337,5,9,37.44444444444444,0.7684494195688225,-0.2315505804311775,즉시철수,0.0,즉시철수
63,강원,태백시,상장동,51190540,128.987482850663,37.1610571954404,편의점,True,False,641,82,17,37.705882352941174,0.7738147497805091,-0.22618525021949087,즉시철수,0.0,즉시철수
64,강원,철원군,철원읍,51780250,127.218257110975,38.2110522671776,편의점,True,True,181,16,5,36.2,0.7429104477611941,-0.2570895522388059,즉시철수,0.0,즉시철수
65,강원,철원군,갈말읍,51780256,127.307621062888,38.1500504641052,편의점,True,True,836,80,17,49.1764705882353,1.0092186128182616,0.00921861281826164,만료시철수,24.0,만료시철수
66,강원,횡성군,횡성읍,51730250,127.956937906478,37.503267643169,편의점,True,True,1511,165,22,68.68181818181819,1.4095149253731345,0.4095149253731345,유지,91.0,유지
67,강원,영월군,영월읍,51750250,128.469768568251,37.1848918534805,편의점,True,True,1678,154,34,49.35294117647059,1.01284021071115,0.012840210711150046,만료시철수,25.0,만료시철수
68,강원,삼척시,교동,51230530,129.170404099494,37.451924671771,편의점,True,False,587,54,18,32.611111111111114,0.6692578772802654,-0.3307421227197346,즉시철수,0.0,즉시철수
69,강원,태백시,상장동,51190540,128.988525026991,37.15013868773,편의점,True,False,641,82,17,37.705882352941174,0.7738147497805091,-0.22618525021949087,즉시철수,0.0,즉시철수
70,강원,인제군,기린면,51810330,128.315900712508,37.9466391034675,편의점,False,True,453,29,6,75.5,1.5494402985074627,0.5494402985074627,유지,110.0,
71,강원,평창군,평창읍,51760250,128.39568221111,37.3686033733904,편의점,True,True,619,60,8,77.375,1.587919776119403,0.587919776119403,유지,115.0,유지
72,강원,철원군,동송읍,51780259,127.28891459953,38.1885394015738,편의점,True,True,1177,125,22,53.5,1.0979477611940298,0.09794776119402981,만료시철수,41.0,만료시철수
73,강원,철원군,동송읍,51780259,127.243366568531,38.1633453540437,편의점,True,True,1177,125,22,53.5,1.0979477611940298,0.09794776119402981,만료시철수,41.0,만료시철수
74,강원,영월군,영월읍,51750250,128.460036179118,37.1777143086681,편의점,True,True,1678,154,34,49.35294117647059,1.01284021071115,0.012840210711150046,만료시철수,25.0,만료시철수
75,강원,횡성군,횡성읍,51730250,128.021739289016,37.5456198232517,편의점,True,True,1511,165,22,68.68181818181819,1.4095149253731345,0.4095149253731345,유지,91.0,유지
76,강원,화천군,상서면,51790330,127.533617458232,38.1757815236945,편의점,True,True,171,11,8,21.375,0.4386660447761194,-0.5613339552238805,즉시철수,0.0,즉시철수
77,강원,평창군,대관령면,51760380,128.684010024799,37.6592458053364,편의점,True,True,816,45,29,28.137931034482758,0.5774575398867731,-0.42254246011322694,즉시철수,0.0,즉시철수
78,강원,철원군,서면,51780310,127.438827290229,38.2388940612189,편의점,True,True,508,60,9,56.44444444444444,1.158374792703151,0.1583747927031509,유지,52.0,만료시철수
79,강원,평창군,진부면,51760360,128.558529003969,37.6374304468693,편의점,True,True,717,76,11,65.18181818181819,1.3376865671641793,0.33768656716417933,유지,81.0,유지
80,강원,철원군,동송읍,51780259,127.218760810327,38.2076729705769,편의점,True,True,1177,125,22,53.5,1.0979477611940298,0.09794776119402981,만료시철수,41.0,만료시철수
81,강원,양구군,방산면,51800330,127.95543876759,38.2262312643301,편의점,True,True,68,3,2,34.0,0.6977611940298507,-0.3022388059701493,즉시철수,0.0,즉시철수
82,강원,화천군,하남면,51790320,127.701790663265,38.0947264570083,편의점,True,True,99,7,2,49.5,1.015858208955224,0.01585820895522394,만료시철수,26.0,만료시철수
83,강원,양양군,양양읍,51830250,128.616774382342,38.0626195818121,편의점,True,True,1072,115,22,48.72727272727273,1.0,0.0,만료시철수,23.0,만료시철수
84,강원,삼척시,교동,51230530,129.176504429248,37.4534339478342,편의점,True,False,587,54,18,32.611111111111114,0.6692578772802654,-0.3307421227197346,즉시철수,0.0,즉시철수
85,강원,고성군,토성면,51820330,128.562587456291,38.2546247747388,편의점,True,True,897,32,34,26.38235294117647,0.5414288849868306,-0.4585711150131694,즉시철수,0.0,즉시철수
86,강원,정선군,정선읍,51770250,128.651561419027,37.3783608881319,편의점,True,True,874,88,13,67.23076923076923,1.379735935706085,0.379735935706085,유지,87.0,유지
87,강원,삼척시,교동,51230530,129.176289213578,37.4483481512596,편의점,True,False,587,54,18,32.611111111111114,0.6692578772802654,-0.3307421227197346,즉시철수,0.0,즉시철수
88,강원,평창군,대화면,51760330,128.455677513764,37.4991559755321,편의점,True,True,305,31,7,43.57142857142857,0.8941897654584221,-0.1058102345415779,만료시철수,-0.0,즉시철수
89,강원,삼척시,원덕읍,51230253,129.336161679045,37.1972051555964,편의점,True,False,482,37,9,53.55555555555556,1.0990878938640134,0.0990878938640134,만료시철수,41.0,만료시철수
90,강원,양양군,손양면,51830320,128.63573735578,38.0719870298373,편의점,True,True,289,9,9,32.111111111111114,0.6589966832504147,-0.3410033167495853,즉시철수,0.0,즉시철수
91,강원,평창군,대화면,51760330,128.454947160868,37.5005614166872,편의점,True,True,305,31,7,43.57142857142857,0.8941897654584221,-0.1058102345415779,만료시철수,-0.0,즉시철수
92,강원,태백시,문곡소도동,51190585,128.961351203936,37.1312219505509,편의점,True,False,184,21,6,30.666666666666668,0.6293532338308458,-0.37064676616915415,즉시철수,0.0,즉시철수
93,강원,양구군,동면,51800320,128.044265422592,38.2015567116701,편의점,True,True,73,4,3,24.333333333333332,0.4993781094527363,-0.5006218905472637,즉시철수,0.0,즉시철수
94,강원,홍천군,남면,51720360,127.830939172292,37.5905615794624,편의점,True,True,299,22,12,24.916666666666668,0.5113495024875622,-0.48865049751243783,즉시철수,0.0,즉시철수
95,강원,인제군,서화면,51810340,128.208983456013,38.2509278274095,편의점,False,True,170,11,8,21.25,0.43610074626865675,-0.5638992537313432,즉시철수,0.0,
96,강원,철원군,서면,51780310,127.412779319218,38.1652324617057,편의점,True,True,508,60,9,56.44444444444444,1.158374792703151,0.1583747927031509,유지,52.0,만료시철수
97,강원,평창군,대관령면,51760380,128.684010024799,37.6592458053364,편의점,True,True,816,45,29,28.137931034482758,0.5774575398867731,-0.42254246011322694,즉시철수,0.0,즉시철수
98,강원,인제군,남면,51810310,128.081277456895,37.9749032622209,편의점,False,True,290,18,9,32.22222222222222,0.6612769485903814,-0.33872305140961856,즉시철수,0.0,
99,강원,정선군,신동읍,51770259,128.652382343455,37.2132797754194,편의점,True,True,187,18,3,62.333333333333336,1.279228855721393,0.2792288557213931,유지,72.0,유지
100,강원,삼척시,정라동,51230540,129.1755749604,37.4478748520679,편의점,True,False,348,50,12,29.0,0.5951492537313433,-0.4048507462686567,즉시철수,0.0,즉시철수
101,강원,정선군,사북읍,51770256,128.814158314851,37.2271105302221,편의점,True,True,511,44,25,20.44,0.41947761194029853,-0.5805223880597015,즉시철수,0.0,즉시철수
102,강원,정선군,고한읍,51770253,128.872233555647,37.1964310121526,편의점,True,True,533,30,19,28.05263157894737,0.5757069913589945,-0.4242930086410055,즉시철수,0.0,즉시철수
103,강원,화천군,상서면,51790330,127.598605626714,38.1918013499905,편의점,True,True,171,11,8,21.375,0.4386660447761194,-0.5613339552238805,즉시철수,0.0,즉시철수
104,강원,홍천군,서면,51720370,127.700645778306,37.6984147709053,편의점,True,True,754,15,15,50.266666666666666,1.031592039800995,0.03159203980099501,만료시철수,29.0,만료시철수
105,강원,고성군,토성면,51820330,128.560449890428,38.2561665873604,편의점,True,True,897,32,34,26.38235294117647,0.5414288849868306,-0.4585711150131694,즉시철수,0.0,즉시철수
106,강원,태백시,삼수동,51190535,128.978018849479,37.1818824714708,편의점,True,False,523,63,11,47.54545454545455,0.9757462686567164,-0.02425373134328357,만료시철수,18.0,만료시철수
107,강원,철원군,서면,51780310,127.412193773642,38.1645948803235,편의점,True,True,508,60,9,56.44444444444444,1.158374792703151,0.1583747927031509,유지,52.0,만료시철수
108,강원,홍천군,홍천읍,51720250,127.824534554872,37.6565389843647,편의점,True,True,2611,332,41,63.68292682926829,1.3069257371678193,0.30692573716781935,유지,76.0,유지
109,강원,삼척시,정라동,51230540,129.178723723565,37.4419072899087,편의점,True,False,348,50,12,29.0,0.5951492537313433,-0.4048507462686567,즉시철수,0.0,즉시철수
110,강원,태백시,황지동,51190515,128.993655435285,37.1676382192168,편의점,True,False,746,96,10,74.6,1.5309701492537313,0.5309701492537313,유지,108.0,유지
111,강원,화천군,화천읍,51790250,127.708302686409,38.1103629949154,편의점,True,True,772,78,13,59.38461538461539,1.2187141216991964,0.21871412169919635,유지,62.0,유지
112,강원,평창군,대화면,51760330,128.452830741828,37.4998847440391,편의점,True,True,305,31,7,43.57142857142857,0.8941897654584221,-0.1058102345415779,만료시철수,-0.0,즉시철수
113,강원,인제군,서화면,51810340,128.209412105235,38.2533556873704,편의점,False,True,170,11,8,21.25,0.43610074626865675,-0.5638992537313432,즉시철수,0.0,
114,강원,홍천군,영귀미면,51720352,127.937237731357,37.6775273322316,편의점,True,True,160,5,3,53.333333333333336,1.0945273631840797,0.09452736318407973,만료시철수,41.0,만료시철수
115,강원,태백시,황지동,51190515,128.991705029511,37.166671020479,편의점,True,False,746,96,10,74.6,1.5309701492537313,0.5309701492537313,유지,108.0,유지
116,강원,삼척시,정라동,51230540,129.17426125494,37.4360619446709,편의점,True,False,348,50,12,29.0,0.5951492537313433,-0.4048507462686567,즉시철수,0.0,즉시철수
117,강원,홍천군,홍천읍,51720250,127.897533012196,37.6919270466673,편의점,True,True,2611,332,41,63.68292682926829,1.3069257371678193,0.30692573716781935,유지,76.0,유지
118,강원,고성군,거진읍,51820253,128.456451564792,38.447844334813,편의점,True,True,502,43,8,62.75,1.2877798507462688,0.2877798507462688,유지,73.0,유지
119,강원,인제군,서화면,51810340,128.209673042466,38.2236070830063,편의점,False,True,170,11,8,21.25,0.43610074626865675,-0.5638992537313432,즉시철수,0.0,
120,강원,홍천군,홍천읍,51720250,127.886018379704,37.6961134468966,편의점,True,True,2611,332,41,63.68292682926829,1.3069257371678193,0.30692573716781935,유지,76.0,유지
121,강원,홍천군,홍천읍,51720250,127.894816020315,37.6960380018795,편의점,True,True,2611,332,41,63.68292682926829,1.3069257371678193,0.30692573716781935,유지,76.0,유지
122,강원,평창군,평창읍,51760250,128.391762354769,37.3684513619111,편의점,True,True,619,60,8,77.375,1.587919776119403,0.587919776119403,유지,115.0,유지
123,강원,태백시,상장동,51190540,128.98668253604,37.1575750873405,편의점,True,False,641,82,17,37.705882352941174,0.7738147497805091,-0.22618525021949087,즉시철수,0.0,즉시철수
124,강원,양구군,국토정중앙면,51800315,128.03308157816,38.1080371833463,편의점,True,True,133,15,3,44.333333333333336,0.9098258706467662,-0.09017412935323377,만료시철수,4.0,즉시철수
125,강원,홍천군,홍천읍,51720250,127.885602308166,37.6906838495672,편의점,True,True,2611,332,41,63.68292682926829,1.3069257371678193,0.30692573716781935,유지,76.0,유지
126,강원,홍천군,홍천읍,51720250,127.902690684196,37.6983925186393,편의점,True,True,2611,332,41,63.68292682926829,1.3069257371678193,0.30692573716781935,유지,76.0,유지
127,강원,영월군,영월읍,51750250,128.482159235361,37.1816291139323,편의점,True,True,1678,154,34,49.35294117647059,1.01284021071115,0.012840210711150046,만료시철수,25.0,만료시철수
128,강원,홍천군,남면,51720360,127.768344804089,37.6165641822971,편의점,True,True,299,22,12,24.916666666666668,0.5113495024875622,-0.48865049751243783,즉시철수,0.0,즉시철수
129,강원,인제군,인제읍,51810250,128.163986548571,38.0637064688912,편의점,False,True,931,84,15,62.06666666666667,1.2737562189054727,0.27375621890547275,유지,71.0,
130,강원,양양군,양양읍,51830250,128.626221122748,38.0775961660371,편의점,True,True,1072,115,22,48.72727272727273,1.0,0.0,만료시철수,23.0,만료시철수
131,강원,삼척시,근덕면,51230310,129.30274857705,37.288962543475,편의점,True,False,570,17,17,33.529411764705884,0.6881035996488148,-0.31189640035118515,즉시철수,0.0,즉시철수
132,강원,평창군,봉평면,51760340,128.378287873135,37.6159710164557,편의점,True,True,897,39,14,64.07142857142857,1.3148987206823028,0.31489872068230285,유지,77.0,유지
133,강원,횡성군,둔내면,51730330,128.191885413147,37.4665427493414,편의점,True,True,554,34,18,30.77777777777778,0.6316334991708126,-0.3683665008291874,즉시철수,0.0,즉시철수
134,강원,양양군,강현면,51830350,128.608165774275,38.1496855998471,편의점,True,True,676,23,20,33.8,0.6936567164179104,-0.3063432835820896,즉시철수,0.0,즉시철수
135,강원,고성군,죽왕면,51820320,128.545230209618,38.3018589120289,편의점,True,True,494,15,17,29.058823529411764,0.5963564530289728,-0.4036435469710272,즉시철수,0.0,즉시철수
136,강원,화천군,화천읍,51790250,127.705676468311,38.1111625774589,편의점,True,True,772,78,13,59.38461538461539,1.2187141216991964,0.21871412169919635,유지,62.0,유지
137,강원,삼척시,정라동,51230540,129.177259743629,37.4416820433185,편의점,True,False,348,50,12,29.0,0.5951492537313433,-0.4048507462686567,즉시철수,0.0,즉시철수
138,강원,삼척시,근덕면,51230310,129.31809064244,37.2862937050783,편의점,True,False,570,17,17,33.529411764705884,0.6881035996488148,-0.31189640035118515,즉시철수,0.0,즉시철수
139,강원,횡성군,둔내면,51730330,128.243737232188,37.4804145664864,편의점,True,True,554,34,18,30.77777777777778,0.6316334991708126,-0.3683665008291874,즉시철수,0.0,즉시철수
140,강원,양구군,양구읍,51800250,127.992114924753,38.097876985474,편의점,True,True,1103,127,16,68.9375,1.4147621268656716,0.4147621268656716,유지,92.0,유지
141,강원,평창군,평창읍,51760250,128.398239583297,37.3683299047671,편의점,True,True,619,60,8,77.375,1.587919776119403,0.587919776119403,유지,115.0,유지
142,강원,화천군,간동면,51790310,127.816979844195,38.0286669473496,편의점,True,True,139,6,3,46.333333333333336,0.9508706467661692,-0.04912935323383083,만료시철수,13.0,만료시철수
143,강원,평창군,평창읍,51760250,128.392830228854,37.366375600691,편의점,True,True,619,60,8,77.375,1.587919776119403,0.587919776119403,유지,115.0,유지
144,강원,홍천군,홍천읍,51720250,127.875461890674,37.6816059110876,편의점,True,True,2611,332,41,63.68292682926829,1.3069257371678193,0.30692573716781935,유지,76.0,유지
145,강원,평창군,평창읍,51760250,128.388165147127,37.3600787095296,편의점,True,True,619,60,8,77.375,1.587919776119403,0.587919776119403,유지,115.0,유지
146,강원,삼척시,남양동,51230510,129.169625874037,37.4453267718191,편의점,True,False,918,103,19,48.31578947368421,0.9915553809897879,-0.008444619010212095,만료시철수,21.0,만료시철수
147,강원,화천군,상서면,51790330,127.662641840905,38.2079976483489,편의점,True,True,171,11,8,21.375,0.4386660447761194,-0.5613339552238805,즉시철수,0.0,즉시철수
148,강원,홍천군,홍천읍,51720250,127.882928388641,37.6908300341687,편의점,True,True,2611,332,41,63.68292682926829,1.3069257371678193,0.30692573716781935,유지,76.0,유지
149,강원,횡성군,횡성읍,51730250,127.982507246222,37.4911558854173,편의점,True,True,1511,165,22,68.68181818181819,1.4095149253731345,0.4095149253731345,유지,91.0,유지
150,강원,횡성군,갑천면,51730340,128.108846750287,37.5587356168272,편의점,True,True,151,7,1,151.0,3.0988805970149254,2.0988805970149254,유지,248.0,유지
151,강원,인제군,북면,51810320,128.204240794765,38.1218842943221,편의점,False,True,933,62,16,58.3125,1.1967117537313432,0.1967117537313432,유지,58.0,
152,강원,철원군,갈말읍,51780256,127.320622307645,38.1854931495982,편의점,True,True,836,80,17,49.1764705882353,1.0092186128182616,0.00921861281826164,만료시철수,24.0,만료시철수
153,강원,정선군,사북읍,51770256,128.818141713868,37.2278422408624,편의점,True,True,511,44,25,20.44,0.41947761194029853,-0.5805223880597015,즉시철수,0.0,즉시철수
154,강원,삼척시,정라동,51230540,129.191335772898,37.4397011810981,편의점,True,False,348,50,12,29.0,0.5951492537313433,-0.4048507462686567,즉시철수,0.0,즉시철수
155,강원,화천군,화천읍,51790250,127.705068111266,38.1036257255689,편의점,True,True,772,78,13,59.38461538461539,1.2187141216991964,0.21871412169919635,유지,62.0,유지
156,강원,삼척시,근덕면,51230310,129.299830446035,37.2882896252431,편의점,True,False,570,17,17,33.529411764705884,0.6881035996488148,-0.31189640035118515,즉시철수,0.0,즉시철수
157,강원,인제군,서화면,51810340,128.209841383713,38.2254971274291,편의점,False,True,170,11,8,21.25,0.43610074626865675,-0.5638992537313432,즉시철수,0.0,
158,강원,인제군,서화면,51810340,128.209673042466,38.2236070830063,편의점,False,True,170,11,8,21.25,0.43610074626865675,-0.5638992537313432,즉시철수,0.0,
159,강원,평창군,봉평면,51760340,128.317392020445,37.5917109529182,편의점,True,True,897,39,14,64.07142857142857,1.3148987206823028,0.31489872068230285,유지,77.0,유지
160,강원,태백시,상장동,51190540,128.948084312644,37.1706667287681,편의점,True,False,641,82,17,37.705882352941174,0.7738147497805091,-0.22618525021949087,즉시철수,0.0,즉시철수
161,강원,평창군,평창읍,51760250,128.392972564566,37.3679686156348,편의점,True,True,619,60,8,77.375,1.587919776119403,0.587919776119403,유지,115.0,유지
