sido_short,sigungu,dong,dong_code,is_decline_area,is_gun,n_stores,diversity,share_과학·기술,share_교육,share_보건의료,share_부동산,share_소매,share_수리·개인,share_숙박,share_시설관리·임대,share_예술·스포츠,share_음식,n_personal,chain_share,lon,lat,n_convenience,has_convenience,n_pharmacy,has_pharmacy,n_clinic,has_clinic,n_gas,has_gas,cluster
강원,영월군,주천면,51750360,True,True,293,0.7627006220340656,0.034129692832764506,0.030716723549488054,0.013651877133105802,0.017064846416382253,0.2901023890784983,0.06825938566552901,0.13993174061433447,0.023890784982935155,0.027303754266211604,0.35494880546075086,20,0.020477815699658702,128.268261789843,37.2704730216434,5,True,2,True,4,True,2,True,2
강원,영월군,한반도면,51750355,True,True,150,0.8074277904172055,0.05333333333333334,0.03333333333333333,0.013333333333333334,0.0,0.26,0.08,0.18,0.08666666666666667,0.03333333333333333,0.26,12,0.03333333333333333,128.326551969326,37.183899847144,2,True,1,True,1,True,4,True,0
강원,인제군,기린면,51810330,False,True,453,0.7344046411739344,0.039735099337748346,0.03532008830022075,0.008830022075055188,0.008830022075055188,0.2119205298013245,0.0640176600441501,0.2737306843267108,0.03090507726269316,0.03090507726269316,0.2958057395143488,29,0.006622516556291391,128.318050827124,37.955979109203,6,True,2,True,3,True,2,True,2
강원,인제군,남면,51810310,False,True,290,0.7910169180136424,0.017241379310344827,0.013793103448275862,0.0034482758620689655,0.0034482758620689655,0.3413793103448276,0.06206896551724138,0.13793103448275862,0.03793103448275862,0.04482758620689655,0.33793103448275863,18,0.017241379310344827,128.0809106451695,37.9677715358334,9,True,1,True,1,True,6,True,2
강원,인제군,북면,51810320,False,True,933,0.7497230277660931,0.028938906752411574,0.03644158628081458,0.007502679528403001,0.010718113612004287,0.3236870310825295,0.06645230439442658,0.12861736334405144,0.01929260450160772,0.03429796355841372,0.3440514469453376,62,0.011789924973204717,128.21059779634,38.125816237537,16,True,4,True,6,True,11,True,2
강원,인제군,상남면,51810350,False,True,149,0.7472722036827548,0.020134228187919462,0.04697986577181208,0.0,0.013422818791946308,0.2483221476510067,0.006711409395973154,0.2953020134228188,0.026845637583892617,0.040268456375838924,0.30201342281879195,1,0.03355704697986577,128.278307715175,37.8728299600989,1,True,0,False,0,False,3,True,2
강원,인제군,서화면,51810340,False,True,170,0.8198824521970886,0.029411764705882353,0.047058823529411764,0.0058823529411764705,0.0058823529411764705,0.2411764705882353,0.06470588235294118,0.12941176470588237,0.047058823529411764,0.03529411764705882,0.3941176470588235,11,0.011764705882352941,128.209024278137,38.2244331030139,8,True,1,True,0,False,1,True,2
강원,인제군,인제읍,51810250,False,True,931,0.7943710773455472,0.05477980665950591,0.05692803437164339,0.00966702470461869,0.00966702470461869,0.21911922663802363,0.09022556390977443,0.14070891514500536,0.05370569280343716,0.05263157894736842,0.3125671321160043,84,0.021482277121374866,128.173548788728,38.0677989597717,15,True,3,True,7,True,6,True,1
강원,정선군,고한읍,51770253,True,True,533,0.7484528017375374,0.0225140712945591,0.009380863039399626,0.00375234521575985,0.00375234521575985,0.22326454033771106,0.05628517823639775,0.14821763602251406,0.09380863039399624,0.03564727954971857,0.40337711069418386,30,0.024390243902439025,128.8526690996,37.2020185695076,19,True,1,True,2,True,2,True,2
강원,정선군,남면,51770320,True,True,252,0.7593348656947935,0.027777777777777776,0.015873015873015872,0.0,0.003968253968253968,0.24603174603174602,0.05952380952380952,0.23015873015873015,0.03968253968253968,0.027777777777777776,0.3492063492063492,15,0.007936507936507936,128.774795705538,37.24660899873655,6,True,1,True,0,False,2,True,2
강원,정선군,북평면,51770340,True,True,185,0.7769683650089987,0.016216216216216217,0.03783783783783784,0.0,0.010810810810810811,0.2648648648648649,0.05945945945945946,0.2,0.04864864864864865,0.021621621621621623,0.34054054054054056,11,0.02702702702702703,128.66571067033,37.4488967946959,3,True,0,False,0,False,3,True,2
강원,정선군,사북읍,51770256,True,True,511,0.7719450364474592,0.023483365949119372,0.023483365949119372,0.009784735812133072,0.003913894324853229,0.3013698630136986,0.08610567514677103,0.1232876712328767,0.04500978473581213,0.029354207436399216,0.3542074363992172,44,0.021526418786692758,128.817991025973,37.2271986404702,25,True,3,True,4,True,2,True,2
강원,정선군,신동읍,51770259,True,True,187,0.8283618648457773,0.0374331550802139,0.016042780748663103,0.0106951871657754,0.0053475935828877,0.35294117647058826,0.0962566844919786,0.0748663101604278,0.0748663101604278,0.03208556149732621,0.2994652406417112,18,0.0213903743315508,128.648472287185,37.2153052421695,3,True,1,True,1,True,4,True,0
강원,정선군,여량면,51770370,True,True,154,0.8071851835255,0.025974025974025976,0.045454545454545456,0.0,0.012987012987012988,0.2987012987012987,0.08441558441558442,0.16233766233766234,0.025974025974025976,0.01948051948051948,0.3246753246753247,13,0.006493506493506494,128.7245745434175,37.472336086506004,2,True,1,True,0,False,1,True,2
강원,정선군,임계면,51770350,True,True,225,0.8086167880801453,0.013333333333333334,0.022222222222222223,0.008888888888888889,0.013333333333333334,0.3111111111111111,0.08888888888888889,0.1288888888888889,0.07555555555555556,0.0044444444444444444,0.3333333333333333,20,0.0044444444444444444,128.851027817009,37.4954291802278,4,True,1,True,2,True,5,True,0
강원,정선군,정선읍,51770250,True,True,874,0.8031556333540396,0.06292906178489703,0.03775743707093822,0.013729977116704805,0.010297482837528604,0.2906178489702517,0.10068649885583524,0.06178489702517163,0.03318077803203661,0.034324942791762014,0.35469107551487417,88,0.02288329519450801,128.6643613617125,37.3805187776586,13,True,6,True,10,True,5,True,1
강원,정선군,화암면,51770360,True,True,88,0.7778165112187281,0.045454545454545456,0.022727272727272728,0.0,0.011363636363636364,0.3522727272727273,0.022727272727272728,0.20454545454545456,0.022727272727272728,0.0,0.3181818181818182,2,0.011363636363636364,128.789859907819,37.3380992728054,0,False,0,False,0,False,2,True,2
강원,철원군,갈말읍,51780256,True,True,836,0.8099500834689857,0.061004784688995214,0.05143540669856459,0.01076555023923445,0.011961722488038277,0.23923444976076555,0.09569377990430622,0.04904306220095694,0.04066985645933014,0.05861244019138756,0.3815789473684211,80,0.04665071770334928,127.3090736675975,38.1465675230975,17,True,4,True,8,True,8,True,1
강원,철원군,근남면,51780320,True,True,72,0.8010695885333989,0.041666666666666664,0.013888888888888888,0.0,0.0,0.3055555555555556,0.05555555555555555,0.2638888888888889,0.013888888888888888,0.013888888888888888,0.2916666666666667,4,0.013888888888888888,127.470002219729,38.229561059767,0,False,0,False,0,False,1,True,2
강원,철원군,근북면,51780330,True,True,2,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0.0,127.39741461351099,38.30270697424425,0,False,0,False,0,False,0,False,0
강원,철원군,김화읍,51780253,True,True,102,0.8219793133479195,0.029411764705882353,0.049019607843137254,0.0,0.0196078431372549,0.28431372549019607,0.058823529411764705,0.0784313725490196,0.029411764705882353,0.0196078431372549,0.43137254901960786,6,0.0196078431372549,127.4139622947925,38.2481074461632,4,True,0,False,0,False,1,True,2
강원,철원군,동송읍,51780259,True,True,1177,0.7932749124205635,0.034834324553950725,0.056074766355140186,0.012744265080713678,0.016142735768903994,0.24893797790994052,0.10620220900594732,0.06796941376380629,0.026338147833474938,0.05097706032285471,0.3797790994052676,125,0.08071367884451996,127.219387826508,38.2075557057952,22,True,7,True,13,True,5,True,1
강원,철원군,서면,51780310,True,True,508,0.8143367294050088,0.027559055118110236,0.04921259842519685,0.017716535433070866,0.011811023622047244,0.27755905511811024,0.11811023622047244,0.08070866141732283,0.015748031496062992,0.04133858267716536,0.36023622047244097,60,0.013779527559055118,127.437811530845,38.238652065317,9,True,7,True,9,True,6,True,1
강원,철원군,철원읍,51780250,True,True,181,0.8618335902140457,0.055248618784530384,0.08287292817679558,0.0,0.11049723756906077,0.2596685082872928,0.08839779005524862,0.049723756906077346,0.0718232044198895,0.03314917127071823,0.24861878453038674,16,0.027624309392265192,127.213447514373,38.2136987375915,5,True,0,False,0,False,3,True,0
강원,태백시,구문소동,51190605,True,False,75,0.919623500162611,0.09333333333333334,0.06666666666666667,0.0,0.0,0.17333333333333334,0.21333333333333335,0.04,0.12,0.0,0.29333333333333333,16,0.0,129.022537094082,37.0995280673204,2,True,0,False,0,False,3,True,0
강원,태백시,문곡소도동,51190585,True,False,184,0.7738846714781001,0.02717391304347826,0.02717391304347826,0.0,0.0,0.266304347826087,0.11413043478260869,0.11413043478260869,0.06521739130434782,0.016304347826086956,0.3695652173913043,21,0.02717391304347826,128.9614005116075,37.1302875140903,6,True,0,False,0,False,2,True,2
강원,태백시,삼수동,51190535,True,False,523,0.8056535466047443,0.0248565965583174,0.019120458891013385,0.0038240917782026767,0.0038240917782026767,0.27915869980879543,0.12045889101338432,0.0745697896749522,0.05353728489483748,0.040152963671128104,0.38049713193116635,63,0.022944550669216062,128.986403244173,37.1761918585476,11,True,3,True,2,True,2,True,1
강원,태백시,상장동,51190540,True,False,641,0.8131527197783437,0.046801872074883,0.07644305772230889,0.0062402496099844,0.0062402496099844,0.22776911076443057,0.12792511700468018,0.0202808112324493,0.031201248049921998,0.0686427457098284,0.38845553822152884,82,0.0218408736349454,128.987620875156,37.1590302263329,17,True,3,True,2,True,3,True,1
강원,태백시,장성동,51190595,True,False,197,0.8421591030105098,0.025380710659898477,0.015228426395939087,0.025380710659898477,0.0,0.29441624365482233,0.1319796954314721,0.030456852791878174,0.04060913705583756,0.05583756345177665,0.38071065989847713,26,0.06091370558375635,129.009280353353,37.1017846628489,4,True,2,True,3,True,1,True,1
강원,태백시,철암동,51190615,True,False,52,0.873902171467896,0.019230769230769232,0.019230769230769232,0.0,0.0,0.28846153846153844,0.1346153846153846,0.038461538461538464,0.019230769230769232,0.038461538461538464,0.4423076923076923,7,0.0,129.0380961626625,37.11716775772765,2,True,0,False,0,False,1,True,0
강원,태백시,황연동,51190525,True,False,282,0.8297270124517012,0.09219858156028368,0.04609929078014184,0.010638297872340425,0.0035460992907801418,0.29432624113475175,0.16666666666666666,0.014184397163120567,0.04609929078014184,0.028368794326241134,0.2978723404255319,47,0.014184397163120567,128.988524394734,37.1767793234427,6,True,1,True,2,True,5,True,1
강원,태백시,황지동,51190515,True,False,746,0.792620327128577,0.03753351206434316,0.03485254691689008,0.036193029490616625,0.006702412868632708,0.3753351206434316,0.128686327077748,0.00938337801608579,0.0160857908847185,0.0388739946380697,0.3163538873994638,96,0.03351206434316354,128.992133993808,37.1721265641353,10,True,10,True,26,True,1,True,1
강원,평창군,대관령면,51760380,True,True,816,0.755116217888459,0.028186274509803922,0.03676470588235294,0.006127450980392157,0.015931372549019607,0.17279411764705882,0.05514705882352941,0.13970588235294118,0.1017156862745098,0.05024509803921569,0.39338235294117646,45,0.06495098039215687,128.70806493573,37.672103318316104,29,True,2,True,5,True,7,True,1
강원,평창군,대화면,51760330,True,True,305,0.8259903362100044,0.03934426229508197,0.036065573770491806,0.013114754098360656,0.02622950819672131,0.2786885245901639,0.10163934426229508,0.06557377049180328,0.05245901639344262,0.04918032786885246,0.3377049180327869,31,0.03934426229508197,128.454793207596,37.4997448297737,7,True,3,True,4,True,5,True,1
강원,평창군,미탄면,51760310,True,True,110,0.7869532345301474,0.01818181818181818,0.01818181818181818,0.0,0.00909090909090909,0.3090909090909091,0.06363636363636363,0.22727272727272727,0.045454545454545456,0.01818181818181818,0.2909090909090909,7,0.0,128.49986798123848,37.3415776732202,1,True,0,False,0,False,2,True,2
강원,평창군,방림면,51760320,True,True,120,0.8234321795185707,0.041666666666666664,0.05,0.0,0.058333333333333334,0.24166666666666667,0.075,0.20833333333333334,0.025,0.008333333333333333,0.2916666666666667,9,0.0,128.3133534714095,37.435810323942846,2,True,0,False,0,False,2,True,2
강원,평창군,봉평면,51760340,True,True,897,0.6586784901390594,0.020066889632107024,0.033444816053511704,0.006688963210702341,0.008918617614269788,0.15830546265328874,0.043478260869565216,0.3377926421404682,0.05351170568561873,0.020066889632107024,0.3177257525083612,39,0.008918617614269788,128.349111912667,37.6090243086733,14,True,2,True,4,True,6,True,2
강원,평창군,용평면,51760350,True,True,261,0.76798556745083,0.034482758620689655,0.03065134099616858,0.011494252873563218,0.04980842911877394,0.2222222222222222,0.06130268199233716,0.19540229885057472,0.034482758620689655,0.022988505747126436,0.3371647509578544,16,0.01532567049808429,128.418502755361,37.5858416965557,6,True,1,True,3,True,7,True,2
강원,평창군,진부면,51760360,True,True,717,0.7949103067417662,0.030683403068340307,0.04881450488145049,0.01394700139470014,0.02510460251046025,0.2398884239888424,0.10599721059972106,0.08786610878661087,0.03626220362622036,0.03486750348675035,0.37656903765690375,76,0.01813110181311018,128.558740459201,37.6375301432006,11,True,6,True,10,True,10,True,1
강원,평창군,평창읍,51760250,True,True,619,0.8521576438034588,0.07269789983844911,0.045234248788368334,0.012924071082390954,0.008077544426494346,0.2665589660743134,0.09693053311793215,0.07431340872374798,0.06785137318255251,0.024232633279483037,0.33117932148626816,60,0.024232633279483037,128.394037211364,37.3675506399831,8,True,4,True,8,True,6,True,1
강원,홍천군,남면,51720360,True,True,299,0.7907745059207849,0.020066889632107024,0.030100334448160536,0.013377926421404682,0.030100334448160536,0.26755852842809363,0.07357859531772576,0.11036789297658862,0.030100334448160536,0.043478260869565216,0.38127090301003347,22,0.03678929765886288,127.768351772377,37.6158745496158,12,True,1,True,4,True,6,True,2
강원,홍천군,내면,51720390,True,True,190,0.7540496923017579,0.021052631578947368,0.015789473684210527,0.0,0.021052631578947368,0.3157894736842105,0.06315789473684211,0.24736842105263157,0.005263157894736842,0.031578947368421054,0.2789473684210526,12,0.010526315789473684,128.389806157902,37.78055761786905,3,True,1,True,0,False,4,True,2
강원,홍천군,내촌면,51720330,True,True,111,0.7545503712236052,0.036036036036036036,0.018018018018018018,0.0,0.07207207207207207,0.25225225225225223,0.036036036036036036,0.34234234234234234,0.0,0.018018018018018018,0.22522522522522523,4,0.0,128.088026781457,37.8129954045937,0,False,0,False,0,False,1,True,2
강원,홍천군,두촌면,51720320,True,True,113,0.8230349108379625,0.02654867256637168,0.017699115044247787,0.008849557522123894,0.017699115044247787,0.30973451327433627,0.061946902654867256,0.12389380530973451,0.04424778761061947,0.02654867256637168,0.36283185840707965,7,0.0,128.018376067875,37.8601884853966,2,True,0,False,0,False,6,True,2
강원,홍천군,북방면,51720380,True,True,262,0.7430590934926677,0.04198473282442748,0.015267175572519083,0.003816793893129771,0.022900763358778626,0.22900763358778625,0.06870229007633588,0.3320610687022901,0.04198473282442748,0.011450381679389313,0.23282442748091603,18,0.019083969465648856,127.8384988607405,37.6983436375412,3,True,1,True,0,False,4,True,2
강원,홍천군,서면,51720370,True,True,754,0.6542495422543119,0.01989389920424403,0.027851458885941646,0.0,0.01989389920424403,0.14986737400530503,0.01989389920424403,0.33819628647214856,0.09946949602122016,0.03050397877984085,0.29442970822281167,15,0.026525198938992044,127.675477608022,37.6752583296255,15,True,1,True,0,False,3,True,2
강원,홍천군,서석면,51720340,True,True,207,0.8302436625691212,0.05314009661835749,0.01932367149758454,0.014492753623188406,0.024154589371980676,0.2946859903381642,0.06763285024154589,0.15942028985507245,0.01932367149758454,0.03864734299516908,0.30917874396135264,14,0.024154589371980676,128.186808082346,37.7121796381001,1,True,1,True,3,True,1,True,2
강원,홍천군,영귀미면,51720352,True,True,160,0.7867021885484129,0.05625,0.0375,0.0,0.0125,0.30625,0.03125,0.2125,0.03125,0.0125,0.3,5,0.01875,127.9482879200855,37.6778278421301,3,True,1,True,0,False,0,False,2
강원,홍천군,홍천읍,51720250,True,True,2611,0.8068150459653795,0.055534278054385294,0.04787437763309077,0.019149751053236307,0.027575641516660282,0.2761394101876676,0.1271543469934891,0.022213711221754116,0.036384527001148984,0.035235541937954806,0.35273841440061277,332,0.1037916507085408,127.88549224519,37.6906763529717,41,True,18,True,43,True,15,True,1
강원,홍천군,화촌면,51720310,True,True,235,0.7676413023642189,0.0425531914893617,0.01276595744680851,0.00851063829787234,0.02127659574468085,0.28085106382978725,0.03404255319148936,0.23404255319148937,0.029787234042553193,0.02553191489361702,0.31063829787234043,8,0.00851063829787234,127.965748523611,37.7538027474943,3,True,0,False,1,True,8,True,2
강원,화천군,간동면,51790310,True,True,139,0.8085027167041023,0.02158273381294964,0.05755395683453238,0.0,0.04316546762589928,0.2733812949640288,0.04316546762589928,0.1366906474820144,0.050359712230215826,0.03597122302158273,0.3381294964028777,6,0.0,127.816813085185,38.0546023541857,3,True,0,False,0,False,2,True,2
