dong_code,dong,sigungu,night_pop,demand_animals,accessibility_2sfca,accessibility_ratio,unmet_animals
11380650,수색동,은평구,16409.895875666665,1706.629171069333,1.1803407700806177,0.6557448722670098,587.5158432793204
11620745,삼성동,관악구,20400.175385333332,2121.6182400746666,1.3058480725846926,0.7254711514359404,582.4454125402048
11215810,광장동,광진구,36863.971238,3833.853008752,1.5277754532901628,0.8487641407167572,579.8160541442544
11560550,당산1동,영등포구,22255.387609999998,2314.5603114399996,1.3546714972312786,0.7525952762395993,572.6331544786001
11530595,가리봉동,구로구,12001.714876,1248.1783471039998,0.975696619190822,0.5420536773282345,571.5986840947992
11320521,도봉1동,도봉구,17401.246670333334,1809.7296537146667,1.2341716935791096,0.6856509408772832,568.8868139116856
11560720,대림3동,영등포구,23246.968298,2417.684702992,1.3798306378144922,0.7665725765636069,564.3539109010039
11290650,정릉4동,성북구,18907.20305466667,1966.3491176853333,1.2846813715034862,0.7137118730574924,562.9424058171866
11380520,불광1동,은평구,27612.881523,2871.739678392,1.4525967526882344,0.8069981959379081,554.2509387263475
11590670,신대방1동,동작구,22397.30874366667,2329.3201093413336,1.3744767852659234,0.7635982140366242,550.6554339286971
11110550,부암동,종로구,10659.330981333333,1108.5704220586665,0.9137635725376692,0.5076464291875941,545.8086057976004
11290555,삼선동,성북구,24483.580553,2546.292377512,1.4155914807101047,0.7864397115056138,543.7869347325193
11560585,도림동,영등포구,17477.661441,1817.6767898639998,1.2618423692932637,0.7010235384962576,543.4425747910201
11350619,중계본동,노원구,20785.56217266667,2161.6984659573336,1.3496888789756836,0.749827154986491,540.7982552898842
11350621,중계1동,노원구,25567.496066333333,2659.0195908986666,1.435274898233014,0.7973749434627856,538.7839949394031
11500641,방화3동,강서구,14743.861936666668,1533.3616414133335,1.179333780016313,0.6551854333423962,528.7254299133307
11410520,천연동,서대문구,15619.126561,1624.389162344,1.2156368414378116,0.6753538007987843,527.3517675786262
11380552,갈현2동,은평구,23682.343270666668,2462.9637001493334,1.4146960969770062,0.7859422760983368,527.2164037063849
11560630,신길1동,영등포구,19039.352964666665,1980.092708325333,1.3226591468305855,0.7348106371281031,525.0995237480838
11215770,중곡4동,광진구,26070.358214666667,2711.317254325333,1.4569082707389638,0.8093934837438689,516.7947363120904
11530550,구로4동,구로구,17103.008937333332,1778.7129294826664,1.2802488458228218,0.7112493587904567,513.604498915825
11560690,신길7동,영등포구,19395.260249,2017.1070658959998,1.3424637460086344,0.7458131922270191,512.7220060164279
11530760,개봉3동,구로구,18509.419148333334,1924.9795914266667,1.3213640762484453,0.7340911534713586,511.8691027474404
11350560,월계1동,노원구,19783.093103,2057.441682712,1.354956272994066,0.7527534849967035,508.69528587306013
11620765,미성동,관악구,22964.446341,2388.3024194639997,1.4195127164104964,0.7886181757836092,504.84372220672014
11215870,구의3동,광진구,26298.353183333333,2735.0287310666663,1.4680445738236956,0.8155803187909421,504.39312668092884
11620775,난곡동,관악구,18683.474757,1943.081374728,1.3334308498816185,0.7407949166008992,503.6565697876106
11410565,충현동,서대문구,27567.118454666666,2866.9803192853333,1.484008764263324,0.8244493134796245,503.3003632909457
11545700,시흥4동,금천구,12012.903918,1249.342007472,1.089710825365205,0.6053949029806696,492.9967240688136
11500620,공항동,강서구,27505.681839,2860.590911256,1.4908045734619682,0.8282247630344268,491.3786816425643
11560515,영등포본동,영등포구,17692.581468,1840.028472672,1.3245707226245387,0.7358726236802994,486.0018928404013
11620625,인헌동,관악구,25908.520452,2694.486127008,1.4776064402524256,0.8208924668069032,482.6027634314242
11545620,독산2동,금천구,12999.760416333334,1351.9750832986667,1.1576634786267994,0.6431463770148886,482.45720666072697
11620630,남현동,관악구,22035.796157666664,2291.722800397333,1.4232095851253446,0.7906719917363026,479.7217692996765
11215860,구의2동,광진구,20623.007944,2144.792826176,1.399728166307714,0.7776267590598411,476.94453190195986
11380560,구산동,은평구,29451.62452633333,3062.968950738666,1.521203298868314,0.8451129438157301,474.414243963734
11620525,보라매동,관악구,20907.700306666666,2174.4008318933334,1.4076085529199132,0.7820047516221741,474.0090494215385
11680720,일원본동,강남구,25737.885674,2676.740110096,1.4838844029808744,0.8243802238782637,470.08849887113126
11380551,갈현1동,은평구,16516.174861666666,1717.6821856133333,1.321844989269768,0.7343583273720934,456.2879688294842
11590520,노량진2동,동작구,13561.853388333333,1410.4327523866666,1.2258421177054486,0.6810233987252493,449.89504568289095
11320522,도봉2동,도봉구,18982.145056333335,1974.1430858586666,1.398755126649335,0.7770861814718528,440.0637735896953
11305660,인수동,강북구,27417.117591000002,2851.380229464,1.5227805961306675,0.8459892200725931,439.14329300933895
11620575,행운동,관악구,25665.202522666666,2669.1810623573333,1.509879591878239,0.8388219954879107,430.21327731221356
11110530,사직동,종로구,10766.376300333333,1119.7031352346667,1.119570958737929,0.6219838659655161,423.26585044769956
11350611,하계1동,노원구,24321.49223533333,2529.4351924746666,1.5097050211249785,0.8387250117360993,407.9346309806494
11560700,대림1동,영등포구,12794.279102666667,1330.6050266773334,1.2605309306994557,0.7002949614996976,398.7890307490261
11140550,명동,중구,10108.093101333334,1051.2416825386667,1.1223969111671124,0.6235538395372847,395.73589511004576
11590550,상도3동,동작구,19895.998219333334,2069.1838148106667,1.4583320109313282,0.8101844505174046,392.76326278877957
11590560,상도4동,동작구,24039.599376000002,2500.118335104,1.5209127401801215,0.8449515223222898,387.63954187200665
11290640,정릉3동,성북구,14169.14704,1473.59129216,1.3294576458893825,0.738587581049657,385.2150642277071
11290715,월곡1동,성북구,28586.718279,2973.018701016,1.5672655954546733,0.8707031085859297,384.4020761572661
11260660,망우3동,중랑구,11835.664753333333,1230.9091343466666,1.2480395645210323,0.6933553136227958,377.4517454605695
11290725,월곡2동,성북구,22788.529452333332,2370.0070630426662,1.514523555177803,0.8414019750987795,375.8784392005094
11230560,전농1동,동대문구,33773.19440666667,3512.4122182933334,1.6103568011985612,0.8946426673325341,370.0583825480027
11545640,독산4동,금천구,11922.975573666667,1239.9894596613333,1.2742050202515283,0.7078916779175157,362.2112404616384
11260620,묵1동,중랑구,27996.099832,2911.5943825279996,1.5770957452517895,0.8761643029176609,360.55931998137754
11470550,목5동,양천구,43592.23902733334,4533.592858842667,1.6579614374840297,0.9210896874911277,357.74722927926643
11290630,정릉2동,성북구,20600.47793333333,2142.4497050666664,1.5001717229458884,0.8334287349699381,356.87055763623766
11590620,사당1동,동작구,22490.146857333333,2338.9752731626663,1.528966700225209,0.8494259445695607,352.1889924316223
11260690,신내2동,중랑구,15445.574061,1606.3397023439998,1.4071591838623208,0.7817551021457338,350.5754442573185
11320660,쌍문1동,도봉구,17549.32994666667,1825.1303144533335,1.4628025967346585,0.8126681092970326,341.9051125858444
11440565,공덕동,마포구,35792.003228333335,3722.3683357466666,1.6462424552707438,0.91457914181708,317.96789771240793
11470580,신월3동,양천구,12304.691883666666,1279.6879559013332,1.3552539466789288,0.7529188592660716,316.18675992757045
11710540,마천1동,송파구,14114.431969333335,1467.9009248106668,1.4138324581859398,0.7854624767699666,314.9198287559559
11560680,신길6동,영등포구,23514.994832,2445.559462528,1.5733829992747321,0.8741016662637402,307.8918613852183
11590680,신대방2동,동작구,19101.869263666667,1986.5944034213333,1.5287678061551042,0.8493154478639469,299.34908795553326
11620565,성현동,관악구,23578.973638666666,2452.213258421333,1.5856541338296228,0.8809189632386795,292.0120971726684
11530770,오류1동,구로구,21026.656049,2186.772229096,1.560571304927785,0.8669840582932139,290.8755673514522
11260565,면목본동,중랑구,31450.610878,3270.863531312,1.6417167181466548,0.9120648434148083,287.62389679471374
11545630,독산3동,금천구,16592.721272333332,1725.6430123226664,1.5012392631279616,0.8340218128488677,286.4190988553353
11290810,석관동,성북구,27516.793592,2861.746533568,1.6200164550388518,0.9000091416882511,286.1484921621365
11215820,자양1동,광진구,23196.340278333333,2412.4193889466665,1.5872748078972767,0.8818193377207094,285.10132108111856
11620615,중앙동,관악구,14318.982765,1489.17420756,1.458078870873413,0.8100438171518961,282.87784806394757
11380625,역촌동,은평구,44136.11953233333,4590.156431362666,1.6904735789375323,0.9391519882986291,279.30189224667834
11305555,송천동,강북구,24585.119120333333,2556.8523885146665,1.6056599451654057,0.8920333028696699,276.0549074377242
11170625,한강로동,용산구,33490.678486666664,3483.0305626133327,1.6627113691613349,0.9237285384229639,265.6558317280053
11110580,교남동,종로구,6614.396644666666,687.8972510453333,1.1140377551785048,0.6189098639880583,262.1508569631069
11560670,신길5동,영등포구,10087.492944,1049.099266176,1.3605526964817107,0.755862609156506,256.1243575800328
11305575,삼각산동,강북구,23389.210042666666,2432.4778444373333,1.6128747340035299,0.89604151889085,252.87670203936432
11305545,송중동,강북구,29342.791753,3051.650342312,1.653548469693645,0.9186380387186918,248.28825699527997
11680670,개포2동,강남구,31999.497587333335,3327.9477490826666,1.6797430560134834,0.9331905866741576,222.3382366952709
11140665,동화동,중구,12272.849290666667,1276.3763262293332,1.4901105453346477,0.8278391918525821,219.74197982387426
11650610,방배2동,서초구,18122.125539333334,1884.7010560906667,1.5917181232822193,0.8842878462678997,218.08281834141505
11530740,개봉1동,구로구,29126.044773999998,3029.1086564959996,1.6717616844521217,0.9287564913622899,215.80432873363523
11500605,가양3동,강서구,11566.723963999999,1202.9392922559998,1.4782855304655125,0.821269739147507,215.00165349462816
11140590,광희동,중구,13465.844351,1400.447812504,1.5249876786776602,0.8472153770431446,213.9668910041765
11290575,동선동,성북구,21734.90207133333,2260.4298154186663,1.6302738800379697,0.9057077111322055,213.1411011208323
11560650,신길3동,영등포구,15405.895067333333,1602.2130870026665,1.5625941637670304,0.8681078687594614,211.3192987462641
11305534,삼양동,강북구,23226.485955,2415.55453932,1.6425334027776515,0.9125185570986953,211.31619650650987
11290590,돈암2동,성북구,17555.252333,1825.7462426319998,1.5920226959138963,0.8844570532854981,210.9521008266313
11620715,난향동,관악구,6672.478341,693.9377474639999,1.2589812502172413,0.6994340278984674,208.57407364446496
11440680,합정동,마포구,14768.250028333336,1535.8980029466668,1.5635311484502181,0.8686284158056768,201.77335380800082
11290620,정릉1동,성북구,14269.533374666667,1484.0314709653333,1.5595785313696067,0.8664325174275593,198.21834763511563
11110570,무악동,종로구,6823.703822,709.665197488,1.3021808549257952,0.7234338082921085,196.2694010568849
11230710,회기동,동대문구,15958.822869999998,1659.7175784799997,1.5894753524153793,0.8830418624529885,194.11747683305657
11290770,장위2동,성북구,16083.216707666665,1672.654537597333,1.5941156552855222,0.8856198084919569,191.31854633718027
11350612,하계2동,노원구,17756.478301,1846.6737433039998,1.6141157058913669,0.8967309477174261,190.70424734611717
11140520,소공동,중구,5573.524175666666,579.6465142693332,1.212960835831192,0.673867131017329,189.0417806944624
11140615,신당동,중구,17651.08641766667,1835.7129874373336,1.6150012295810563,0.8972229053228091,188.66924750999573
11560605,문래동,영등포구,27979.02014466667,2909.8180950453334,1.684790505800733,0.9359947254448518,186.24370607891473
11110540,삼청동,종로구,4213.684206333333,438.22315745866666,1.043667460536211,0.5798152558534506,184.13468529586288
11260580,상봉1동,중랑구,17423.707733333333,1812.0656042666665,1.6200479721018042,0.9000266511676691,181.1582667624199
11710550,마천2동,송파구,13896.057251666667,1445.1899541733333,1.5750134466076313,0.8750074703375731,180.63794821485175
11350624,중계4동,노원구,16521.507913,1718.236822952,1.6121013428870878,0.8956118571594933,179.36355090813177
11200580,응봉동,성동구,12829.077257666668,1334.2240347973334,1.5593878518809174,0.8663265843782876,178.35028393594203
11110600,가회동,종로구,3466.48623,360.51456792,0.9101991209401199,0.5056661783000667,178.2145441383938
11290610,보문동,성북구,15022.820223,1562.373303192,1.5949440053602784,0.8860800029779325,177.98556204699034
11470611,신월7동,양천구,14946.847529666666,1554.472143085333,1.5966752488351155,0.8870418049083976,175.5903676030944
11170660,이태원2동,용산구,11193.60998,1164.13543792,1.530292960895292,0.8501627560529401,174.43084559903642
11260590,상봉2동,중랑구,23422.990615000002,2435.9910239600003,1.6725615528975408,0.9292008627208561,172.46606291610635
11680660,개포1동,강남구,31102.555687999997,3234.6657915519995,1.706713291299077,0.9481740507217096,167.63962524519508
11170555,청파동,용산구,20676.444479666665,2150.350225885333,1.6602190351635233,0.9223439084241797,166.98779406143734
11410655,홍제2동,서대문구,11449.691687333334,1190.7679354826666,1.5527188245815835,0.862621569211991,163.58583040928593
11110630,종로5.6가동,종로구,8384.417789,871.9794500559999,1.4703234919030586,0.8168463843905882,159.7061890148629
11170685,한남동,용산구,19553.209763,2033.5338153519997,1.660269000252145,0.9223716668067473,157.85984057789142
11140605,을지로동,중구,6210.229226666666,645.8638395733333,1.3727095696457314,0.7626164275809619,153.31746553419435
11410685,홍은2동,서대문구,23520.717397,2446.154609288,1.6901768269616277,0.9389871260897933,149.2469227413597
11470560,신월1동,양천구,15277.362337,1588.845683048,1.6386683972198928,0.9103713317888295,142.40612256465982
11290600,안암동,성북구,21209.7386,2205.8128143999998,1.6856099980691792,0.9364499989273218,140.17940672124723
11560660,신길4동,영등포구,7776.882151666667,808.7957437733332,1.5015105723645734,0.8341725402025408,134.1205436849285
11710532,거여2동,송파구,18655.854896333334,1940.2089092186666,1.6787098139107162,0.9326165632837313,130.7379442506767
11140540,회현동,중구,7702.542842666667,801.0644556373333,1.5108886710705367,0.8393825950391871,128.66489407081468
11290685,길음2동,성북구,18973.649461666664,1973.259544013333,1.682824546194766,0.934902525663759,128.4542125251506
11380640,증산동,은평구,13105.811803333334,1363.0044275466666,1.631428378820558,0.9063490993447545,127.64659223683265
11170560,원효로1동,용산구,18853.700915333335,1960.7848951946667,1.6845606680926588,0.935867037829255,125.75094350848785
11215740,중곡1동,광진구,14680.881290333333,1526.8116541946665,1.6525997555971217,0.9181109753317344,125.02911721414252
11410620,홍제1동,서대문구,25425.708100666667,2644.273642469333,1.7160873938960093,0.953381885497783,123.27105143982973
11560620,양평2동,영등포구,21688.56260166667,2255.6105105733336,1.7039528570369735,0.946640476131652,120.35830287663434
11350670,상계5동,노원구,18413.242982333333,1914.9772701626666,1.6888292556133728,0.9382384753407628,118.27191589303034
11170650,이태원1동,용산구,10353.757905333334,1076.7908221546666,1.6035901546146347,0.8908834192303527,117.49573271765455
11440590,용강동,마포구,24203.826740666667,2517.1979810293333,1.7165385888148537,0.9536325493415855,116.71605318283827
11290760,장위1동,성북구,23073.324321666667,2399.6257294533334,1.7190247245611885,0.9550137358673271,107.9501968847456
11140570,필동,중구,7296.1835986666665,758.8030942613333,1.5514216301863408,0.8619009056590783,104.79002010057917
11560610,양평1동,영등포구,21445.625829666667,2230.3450862853333,1.7226211772067979,0.9570117651148878,95.87859844408966
11260575,면목3.8동,중랑구,20762.148521666666,2159.2634462533333,1.720361156893619,0.9557561982742329,95.53402378972913
11290780,장위3동,성북구,11517.44339,1197.81411256,1.66309825806675,0.9239434767037501,91.10157695649654
11230705,청량리동,동대문구,17615.466092666666,1832.008473637333,1.7132699305266295,0.9518166280703498,88.27234566353832
11440585,도화동,마포구,13508.219406666667,1404.8548182933332,1.6870532990610305,0.9372518328116837,88.15206501358183
11110680,창신2동,종로구,7825.403439333333,813.8419576906666,1.6062783823738966,0.8923768790966093,87.58821140879476
11215710,화양동,광진구,34462.89100533333,3584.1406645546663,1.7565469636752924,0.9758594242640515,86.52321916097479
11290580,돈암1동,성북구,11743.621720333334,1221.3366589146667,1.672537577541266,0.9291875430784813,86.48584954606643
11170640,이촌2동,용산구,7193.750386333334,748.1500401786667,1.5956192159956002,0.8864551199975558,84.94860653591054
11200615,금호2.3가동,성동구,21336.711137333332,2219.0179582826663,1.7326805631455044,0.9626003128586137,82.99057740088953
11230650,장안1동,동대문구,34949.814061666664,3634.7806624133327,1.7595042927619216,0.9775023848677343,81.77389643317683
11215750,중곡2동,광진구,21583.088072333332,2244.6411595226664,1.736426612624916,0.9646814514582868,79.27746775132877
11620545,청림동,관악구,13839.321082,1439.289392528,1.7049191816995708,0.9471773231664283,76.02711845149423
11140645,청구동,중구,10948.087418666666,1138.6010915413333,1.6809979059433902,0.9338877255241057,75.27550788253347
11140680,중림동,중구,6331.427330666666,658.4684423893333,1.5983848939258953,0.8879916077366086,73.7539915882088
11140650,신당5동,중구,5941.609993,617.927439272,1.5947784771367588,0.885988042853755,70.45111672576819
11200535,왕십리도선동,성동구,21150.997551666667,2199.7037453733333,1.7428560758217304,0.968253375456517,69.8331689112605
11140625,다산동,중구,13029.440734,1355.061836336,1.7077410703797407,0.948745039099856,69.45364143867904
11140580,장충동,중구,6957.469816,723.576860864,1.630537780384198,0.9058543224356657,68.12163383591535
11170690,서빙고동,용산구,12952.144469666668,1347.0230248453333,1.7120200599967301,0.9511222555537391,65.83944717161957
11110690,창신3동,종로구,6629.371207333334,689.4546055626666,1.6464090283815407,0.9146716824341894,58.83000153066191
11590650,사당4동,동작구,15829.581316666665,1646.276456933333,1.7360767051342165,0.9644870584078982,58.46411965952581
11500604,가양2동,강서구,11256.408754,1170.666510416,1.7134882990425846,0.951937943912547,56.264639483316614
11170520,용산2가동,용산구,10256.318105,1066.65708292,1.711423093511622,0.9507906075064567,52.48954704942822
11350570,월계2동,노원구,20195.102574333334,2100.2906677306664,1.7554704714247216,0.9752613730137343,51.95830739172391
11410555,북아현동,서대문구,45798.08384766667,4763.0007201573335,1.781138059985043,0.9895211444361351,49.91079659711298
11440690,망원1동,마포구,21339.729285333335,2219.3318456746665,1.7641708551288533,0.9800949195160297,44.17597900879265
11440555,아현동,마포구,28794.787211333332,2994.6578699786664,1.7743629746510883,0.9857572081394936,42.65228873553348
11410660,홍은1동,서대문구,17533.474621,1823.481360584,1.7580433469068273,0.9766907482815708,42.50398603771628
11590640,사당3동,동작구,19589.744347666667,2037.3334121573332,1.7651316013433358,0.9806286674129644,39.465863117579794
11110670,창신1동,종로구,7650.742446333333,795.6772144186666,1.7136100148035882,0.9520055637797713,38.18807931930593
11320680,쌍문3동,도봉구,16711.631813,1738.009708552,1.7605360034326751,0.9780755574625974,38.10489398459608
11170580,효창동,용산구,10345.587445333333,1075.9410943146665,1.7370216203649265,0.9650120113138482,37.645014834847366
11740560,고덕2동,강동구,21654.086959666667,2252.025043805333,1.7718723605559243,0.9843735336421803,35.19119358399153
11440730,성산2동,마포구,34478.07970466666,3585.720289285333,1.7825531071334302,0.9903072817407946,34.7553765203591
11260630,묵2동,중랑구,17795.370126666665,1850.7184931733332,1.7670498950566693,0.9816943861425942,33.87853809479097
11650620,방배3동,서초구,30816.931488,3204.9608747519997,1.782275941831633,0.9901533010175739,31.558284984135888
11440700,망원2동,마포구,16885.164511666666,1756.0571092133332,1.7689772308417488,0.9827651282454162,30.265419071017
11215760,중곡3동,광진구,13681.890089999999,1422.9165693599998,1.7693658587329184,0.9829810326293992,24.2165706650251
11260600,중화1동,중랑구,18236.593633333334,1896.6057378666667,1.777309483670004,0.9873941575944468,23.908313037015105
11290705,종암동,성북구,42698.730767333334,4440.667999802667,1.7930343460809932,0.9961301922672186,17.184531364351493
11200570,행당2동,성동구,20531.333042333335,2135.258636402667,1.7871325715942668,0.9928514286634816,15.264048684241386
11350630,상계1동,노원구,34395.91858433333,3577.1755327706665,1.7945131179892606,0.996951732216256,10.904188933342128
11650600,방배1동,서초구,16229.301230666666,1687.8473279893333,1.7928621284220543,0.9960345157900302,6.693131927981391
11215830,자양2동,광진구,25576.91112,2659.99875648,1.7962910433632988,0.9979394685351661,5.481011134146008
11140670,황학동,중구,13378.582552333333,1391.3725854426666,1.795046788097566,0.997248215609759,3.828757361630449
11470520,목2동,양천구,23855.627267,2480.9852357679997,1.7982643459968974,0.9990357477760542,2.3922955311660012
11230545,제기동,동대문구,28074.504385333334,2919.7484560746666,1.8233747772222877,1.0129859873457154,0.0
11380510,녹번동,은평구,33463.170008333334,3480.1696808666666,1.9221687998172943,1.0678715554540525,0.0
11350710,상계9동,노원구,16235.046683333332,1688.4448550666664,2.1552510654029082,1.1973617030016157,0.0
11320710,방학3동,도봉구,21737.65201,2260.71580904,1.9021805628967594,1.0567669793870886,0.0
11350625,중계2.3동,노원구,31860.96510233333,3313.5403706426664,1.87661542737161,1.0425641263175611,0.0
11440655,서강동,마포구,27483.662867,2858.300938168,1.989173132016445,1.1050961844535807,0.0
11440630,신수동,마포구,16690.502371666666,1735.8122466533332,2.053575340748542,1.1408751893047457,0.0
11440610,염리동,마포구,18558.439329333334,1930.0776902506666,1.892033838372725,1.0511299102070697,0.0
11230750,이문2동,동대문구,14840.764171666668,1543.4394738533333,1.9456393276552113,1.0809107375862286,0.0
11260520,면목2동,중랑구,22419.954705333334,2331.675289354667,1.8963365781291568,1.053520321182865,0.0
11260540,면목4동,중랑구,17052.086812333335,1773.4170284826666,1.8362255738244921,1.0201253187913846,0.0
11230740,이문1동,동대문구,36764.67823966667,3823.5265369253334,1.8084646316811832,1.004702573156213,0.0
11260550,면목5동,중랑구,12720.389503333332,1322.9205083466666,2.0277046228085016,1.1265025682269454,0.0
11380600,응암3동,은평구,24052.643974666666,2501.474973365333,2.2638883618458903,1.2577157565810502,0.0
11380590,응암2동,은평구,20643.205589666668,2146.8933813253334,2.187984728497712,1.215547071387618,0.0
11380580,응암1동,은평구,24198.180321333333,2516.6107534186667,1.9835151114957812,1.1019528397198786,0.0
