unit_id,row,col,pop,elderly,single,basic,crisis,medical_access,welfare_access,blindspot_risk,crisis_lag,access_lag,elderly_lag,pred_risk,priority_rank
54,3,9,9098.0,0.2265,0.3297,0.0381,11.7933,5.6435,13.5499,10.842,11.6521,13.2078,0.21,11.0488,146
22,1,7,13644.0,0.2291,0.3086,0.0573,9.1442,12.0889,16.9789,11.9095,10.2169,5.4418,0.1739,11.024,147
237,15,12,2000.0,0.1952,0.3519,0.0356,13.6825,7.1053,11.9147,10.9162,14.3377,5.4543,0.1269,10.9981,148
155,10,5,13865.0,0.187,0.3673,0.0962,9.5424,5.4341,6.7553,10.2176,13.1327,8.6532,0.1698,10.9695,149
211,14,1,20919.0,0.1446,0.2489,0.0409,11.5579,3.0,18.4225,11.2391,14.6074,15.1436,0.1705,10.8852,150
257,17,2,12363.0,0.1314,0.3279,0.0986,13.8978,29.0838,3.3074,9.9875,10.5241,15.1942,0.1636,10.873,151
265,17,10,12161.0,0.1744,0.3158,0.0129,14.7222,7.3159,6.0219,10.6977,13.412,5.7808,0.1178,10.8471,152
123,8,3,5748.0,0.1686,0.2603,0.113,10.5698,32.0782,25.1638,9.8475,11.4111,25.0271,0.1841,10.7725,153
274,18,4,11237.0,0.2002,0.195,0.0643,10.0349,23.4276,13.5654,10.4724,11.0212,18.311,0.1513,10.7633,154
241,16,1,13442.0,0.1453,0.3074,0.01,9.5742,24.919,16.0911,10.6294,10.5806,17.6837,0.1792,10.7424,155
244,16,4,11424.0,0.1601,0.3021,0.056,13.9282,17.8688,4.2354,11.7287,10.998,5.2875,0.1308,10.7173,156
68,4,8,14601.0,0.2041,0.2798,0.0915,10.209,21.6175,11.8255,10.7501,7.6845,10.7921,0.1719,10.7025,157
67,4,7,14648.0,0.1363,0.3268,0.0399,6.0297,15.5544,15.0791,11.4022,11.449,14.2813,0.1459,10.6547,158
268,17,13,6291.0,0.2056,0.2634,0.0486,8.3885,9.1947,14.4294,10.675,11.7225,17.6046,0.1828,10.639,159
209,13,14,14053.0,0.1936,0.3053,0.0752,12.8719,12.4676,13.9668,9.4029,10.9162,14.027,0.1716,10.6252,160
110,7,5,7280.0,0.13,0.3184,0.0436,13.5889,20.5801,10.9859,10.4003,11.4986,17.7158,0.14,10.5484,161
70,4,10,18148.0,0.1801,0.3467,0.0527,9.1081,15.0812,16.3075,10.0051,11.2266,10.9638,0.213,10.5421,162
10,0,10,15547.0,0.2225,0.2249,0.0314,11.4629,12.7949,2.0,9.9046,12.3671,14.6316,0.2041,10.5042,163
128,8,8,11505.0,0.0778,0.2051,0.04,16.9893,11.9565,12.3607,10.9271,13.2876,14.578,0.1978,10.4978,164
9,0,9,13190.0,0.213,0.2894,0.01,10.6706,7.2202,10.3733,9.7439,9.968,13.2683,0.2083,10.4859,165
146,9,11,13307.0,0.219,0.3964,0.0379,6.7696,11.9849,6.5141,10.3553,9.2873,11.5796,0.1382,10.4424,166
98,6,8,7370.0,0.2107,0.2485,0.0658,10.8194,25.1421,10.2568,10.0923,11.1805,10.484,0.1532,10.4278,167
222,14,12,13562.0,0.2076,0.1989,0.0177,13.1459,4.7489,7.9435,11.6702,11.8728,9.4871,0.1375,10.3814,168
208,13,13,11965.0,0.1194,0.2547,0.073,15.5915,15.926,14.0263,10.9138,10.7312,13.4317,0.1708,10.3532,169
158,10,8,10359.0,0.134,0.2882,0.0254,13.7439,9.4836,3.0478,11.3117,12.5509,6.1815,0.1305,10.324,170
184,12,4,4992.0,0.1478,0.2772,0.0451,12.3924,6.4596,4.5426,10.3726,11.3345,12.9524,0.1287,10.3206,171
249,16,9,9627.0,0.1152,0.2798,0.027,12.736,4.6807,2.0,11.6793,13.1314,3.5342,0.1274,10.3175,172
253,16,13,10419.0,0.2532,0.279,0.0288,11.1309,7.0318,22.8564,9.8958,10.8373,11.1055,0.154,10.2992,173
299,19,14,7274.0,0.1391,0.2461,0.0622,13.1104,19.997,25.4588,9.5913,12.2499,16.4108,0.2104,10.2829,174
192,12,12,9830.0,0.1301,0.3022,0.0585,15.1768,3.0,8.8871,10.6168,13.202,9.6844,0.1531,10.2429,175
242,16,2,6437.0,0.1636,0.3822,0.01,4.4291,13.4411,18.1334,9.7634,12.3563,17.9029,0.1527,10.186,176
259,17,4,13429.0,0.0885,0.3023,0.01,14.8279,7.8865,2.0,10.3943,12.7916,12.8864,0.1488,10.1684,177
130,8,10,4488.0,0.1154,0.3168,0.0821,13.8201,5.6661,2.0,10.9236,9.8917,13.3477,0.1567,10.1653,178
35,2,5,8830.0,0.1483,0.3061,0.0922,11.5487,13.9042,15.9354,9.5581,11.4344,17.2491,0.2012,10.1609,179
165,11,0,13508.0,0.1709,0.2041,0.0668,13.5963,13.037,16.0861,9.5827,12.7347,17.3271,0.2135,10.1538,180
228,15,3,14619.0,0.154,0.3417,0.0305,11.4751,9.2112,8.3557,9.1574,12.1124,8.3793,0.1707,10.1309,181
40,2,10,17108.0,0.0773,0.2198,0.0724,11.2067,15.3351,10.4888,9.9123,13.9694,19.5557,0.2056,10.127,182
85,5,10,13002.0,0.1668,0.2925,0.0917,12.5586,9.5206,16.5183,9.7061,9.2695,12.4064,0.1705,10.1218,183
238,15,13,7011.0,0.05,0.3808,0.0357,14.5041,4.1922,2.6146,10.3051,12.0782,11.9622,0.1766,10.1055,184
141,9,6,13711.0,0.1555,0.3385,0.0598,9.4073,11.4726,7.5649,9.8875,10.7666,5.5619,0.18,10.0689,185
297,19,12,7400.0,0.2246,0.2514,0.0392,10.1356,14.7489,8.4553,9.9595,8.7164,9.0471,0.1717,10.0667,186
52,3,7,8812.0,0.1279,0.3812,0.0578,9.4812,7.74,7.676,10.2427,10.1165,10.8003,0.1892,10.0505,187
66,4,6,8656.0,0.1519,0.2103,0.059,19.4709,9.4682,12.0416,10.1045,11.6617,15.4358,0.2306,10.0319,188
114,7,9,14262.0,0.161,0.2836,0.031,8.0336,10.1772,17.3858,9.9304,11.8081,12.8975,0.169,9.966,189
295,19,10,7584.0,0.1346,0.3436,0.0945,9.4173,9.1771,13.0219,10.268,9.1626,9.759,0.0908,9.9473,190
19,1,4,17300.0,0.1376,0.4003,0.0229,13.4064,6.0382,12.6799,8.516,11.6574,17.6459,0.2163,9.9399,191
112,7,7,9300.0,0.1294,0.2245,0.0375,14.3462,12.0729,12.7556,10.5382,13.7799,14.3499,0.165,9.9285,192
224,14,14,12725.0,0.2433,0.1828,0.0513,3.4847,20.6643,4.5078,9.6576,12.1239,15.3931,0.1505,9.9247,193
99,6,9,8139.0,0.1348,0.28,0.0746,9.4785,7.0034,5.428,10.5913,8.9214,16.0549,0.1606,9.8987,194
7,0,7,8482.0,0.1971,0.2885,0.01,6.8893,7.0705,6.2442,9.2484,10.6438,11.5557,0.1746,9.8919,195
20,1,5,11822.0,0.2148,0.2701,0.0494,12.7694,6.6971,2.0,8.1626,11.5985,8.7659,0.1299,9.8824,196
169,11,4,15838.0,0.1081,0.3819,0.0438,10.2385,7.0007,13.1273,10.138,11.2967,10.1243,0.1743,9.8768,197
143,9,8,9893.0,0.2108,0.1602,0.0414,13.0314,13.2533,2.0,10.612,12.0639,6.86,0.1147,9.8552,198
210,14,0,10325.0,0.1181,0.3008,0.1069,15.491,14.1033,7.6191,8.6081,13.2668,12.0758,0.1768,9.8457,199
177,11,12,12709.0,0.1077,0.3117,0.1211,19.1629,14.7625,11.2679,9.5123,11.3379,12.8234,0.1647,9.8173,200
159,10,9,10984.0,0.1109,0.2723,0.0305,12.2008,4.9306,2.0,10.2314,9.729,9.0948,0.1301,9.8113,201
258,17,3,19141.0,0.108,0.1759,0.01,12.9835,7.249,7.8114,9.3505,13.7237,17.799,0.1306,9.8015,202
246,16,6,21303.0,0.1011,0.4195,0.0184,10.5387,3.0,4.6104,10.0734,6.9416,4.2261,0.0876,9.7939,203
96,6,6,5698.0,0.2097,0.1542,0.0742,10.6102,15.6013,3.252,9.9359,11.1816,15.5563,0.1726,9.7404,204
185,12,5,12377.0,0.1394,0.2893,0.0305,11.741,13.7093,6.7017,10.4001,11.4428,4.6633,0.1393,9.7382,205
82,5,7,3944.0,0.0999,0.3751,0.0657,6.635,18.2994,9.7146,9.6284,9.376,13.7756,0.1699,9.6835,206
83,5,8,15183.0,0.1144,0.2663,0.0766,8.8879,10.2978,12.1444,8.9776,8.4845,19.436,0.1512,9.636,207
