unit,admin_area,treated,pressure,habitat_value,pre_loss,post_loss,loss_change,estimated_avoided_loss_pp,priority_score,priority_rank,ml_risk,pi_half,confidence,priority_rank_ml
213,A08,0,0.7899000770597077,0.3614124017678505,4.937327383790015,5.493155155772108,0.5558277719820932,0.0,0.703308470502698,26,5.363093948187933,0.49682338825024375,중간,84
44,A02,0,0.6492058219234259,0.47617891557110537,5.268530971471547,5.6081894198816356,0.33965844841008863,0.0,0.7030817503931795,27,5.563457363092815,0.1764158031724805,높음,42
31,A02,0,0.7333647750916243,0.13190301303585628,5.5314347982087835,6.059772349090126,0.5283375508813428,0.0,0.7023486134322428,28,6.029916403446465,0.36884269967402616,높음,11
209,A07,0,0.5675576316703393,0.4940263456589224,5.120313192757443,5.735947610527373,0.6156344177699298,0.0,0.6995593339230003,29,5.61270167822257,0.6347693110301521,중간,33
298,A10,0,0.5681009184433468,0.5173363243155794,5.385345643487932,5.684865183495773,0.2995195400078403,0.0,0.6990312670701693,30,5.638074359935502,0.4689601678298928,중간,31
197,A07,0,0.7498159507345149,0.2282840681474537,5.258104430652816,5.791345315913605,0.5332408852607893,0.0,0.6977512559564776,31,5.712693878992694,0.37980600474738535,높음,23
183,A07,0,0.7630364911294591,0.2172053855652667,5.133611724794312,5.765782051268487,0.6321703264741751,0.0,0.6961754133361883,32,5.7088006778282825,0.41565609415448096,중간,25
1,A01,0,0.7480817462258372,0.19357495809027714,5.1178788709545335,5.844029839850402,0.726150968895868,0.0,0.6958688026731583,33,5.753205335798543,0.3279204304620122,높음,21
30,A02,0,0.7846416107463416,0.1494120747180484,5.106279057785655,5.838652758858564,0.732373701072909,0.0,0.6956155744609448,34,5.622135836837892,0.5783526068337622,중간,32
286,A10,0,0.7032342079049915,0.4021328215639925,4.881862406174693,5.548548742299811,0.6666863361251183,0.0,0.6955614555083302,35,5.271909986069343,0.6815568450855841,중간,103
17,A01,0,0.8058140039094005,0.0,5.3623442032767255,6.061095351217173,0.6987511479404471,0.0,0.6942182550195309,36,6.114312471799098,0.2802132707395727,높음,8
11,A01,0,0.9226850723362608,0.01862563148946831,5.417488547741038,5.740605908812194,0.32311736107115596,0.0,0.6937467282101968,37,5.753419546382555,0.1795007055121817,높음,20
182,A07,0,0.6756935144166244,0.2862138590028538,5.137978741603256,5.811607154251979,0.6736284126487231,0.0,0.6929191163853224,38,5.68439306512052,0.3416524598664474,높음,28
180,A07,0,0.6042235797716945,0.5429004894175871,4.93013695071731,5.488155843854253,0.5580188931369428,0.0,0.6926657324714778,39,5.530269483751739,0.41695817277327735,중간,50
26,A01,0,0.8914164036350154,0.1960293044539061,4.651005551398055,5.45471342625561,0.8037078748575555,0.0,0.6916029750606209,40,5.5332187579794825,0.5885979275633295,중간,49
58,A02,0,0.639568792347387,0.5691889726843344,4.501345885571315,5.327892888807845,0.8265470032365307,0.0,0.6900506210903482,41,5.3722339931899,0.15669967717514977,높음,82
136,A05,0,0.47380696424301066,0.5824193691777336,5.252636235849193,5.695751646028245,0.4431154101790513,0.0,0.6896094165623464,42,5.441236056847528,0.6913906649377412,낮음,64
208,A07,0,0.6503168478959459,0.34862778936578553,5.316218524388358,5.695348141544495,0.3791296171561376,0.0,0.6869365018953054,43,5.5442061256765225,0.5252950503365473,중간,45
28,A01,0,0.8303939783729861,0.23675086610095386,5.375168064986805,5.475856802891983,0.10068873790517863,0.0,0.6866961021199336,44,5.523868775194519,0.47532653440331857,중간,54
252,A09,0,1.0,0.0,5.036117256545264,5.515998652496885,0.4798813959516206,0.0,0.6859326474629663,45,5.604500363419634,0.4279052587036297,중간,37
41,A02,0,0.8498997132091667,0.029945314860048033,5.234846836833667,5.794003284939133,0.5591564481054654,0.0,0.6833815673518888,46,5.709135251974183,0.36600773642295725,높음,24
266,A09,0,0.8609428477458158,0.0,5.168098256534795,5.822963259108919,0.654865002574124,0.0,0.6831726721754435,47,5.69671970909163,0.49625406882658424,중간,27
211,A08,0,0.6805447757554633,0.5870230452136824,4.806872787484105,5.127224029706072,0.3203512422219674,0.0,0.6829395766390346,48,5.282498437287984,0.3310520680328731,높음,99
198,A07,0,0.7617326323118796,0.3073329488881078,5.096798950826565,5.432397609506733,0.33559865868016825,0.0,0.6791161007665927,49,5.438458057722752,0.3343373602733653,높음,66
14,A01,0,0.7297620557773256,0.0,5.809531690439121,6.086627893209437,0.2770962027703163,0.0,0.6778673060270091,50,6.083531806057462,0.20101589035834785,높음,9
251,A09,0,0.8930904120402244,0.16809737777695985,5.09643730901463,5.364255559063406,0.26781825004877646,0.0,0.6770039006979415,51,5.436935957989492,0.4069311743781079,중간,67
10,A01,0,0.8402233260481379,0.26618776048043075,4.96407531313868,5.301638343858284,0.33756303071960403,0.0,0.6768766975757585,52,5.413184382408498,0.553788930871363,중간,70
22,A01,0,0.5743162822190366,0.4750016270090684,4.877612777376018,5.505503419019145,0.6278906416431269,0.0,0.673417804124051,53,5.27990294643305,0.5345577462377498,중간,101
0,A01,0,0.7188739992343929,0.12242106477060566,5.4329800712936525,5.759321261165564,0.3263411898719113,0.0,0.665504320377996,54,5.6644982377952555,0.37087746453534426,높음,30
282,A10,0,0.8804380732653486,0.13331205917751676,4.799559312488793,5.34427987641296,0.5447205639241668,0.0,0.6648010757096123,55,5.501730741863379,0.5600415833813638,중간,58
279,A10,0,0.6071554863891735,0.5975468352761741,4.819872787562102,5.108823902290724,0.2889511147286221,0.0,0.664778604062772,56,5.0458258791934085,0.33198771987131964,높음,161
24,A01,0,0.6124730827909046,0.2794192777725464,4.84572722930873,5.702944804833315,0.8572175755245848,0.0,0.6644258909410098,57,5.60944100213867,0.3702323843128191,높음,35
214,A08,0,0.7111095659756177,0.45303932811089875,4.432708149192927,5.127997883063781,0.6952897338708537,0.0,0.6638647131856559,58,5.118193851820335,0.21390084125751996,높음,141
46,A02,0,0.7557621768579947,0.19477989772716914,5.243931945326677,5.504164318483793,0.2602323731571161,0.0,0.6625953165077537,59,5.316696852703088,0.7530337283735651,낮음,89
248,A09,0,0.7429719301507978,0.2202401952947553,5.457598596408007,5.482135298126092,0.024536701718084863,0.0,0.6621930555570057,60,5.3855740402944825,0.34275610843448,높음,77
287,A10,0,0.7562630671104295,0.07897657086330584,5.1371898036897745,5.696839237769152,0.5596494340793772,0.0,0.6596482755792136,61,5.7084503445377335,0.17753073595468094,높음,26
192,A07,0,0.6775488464861652,0.25734421510041583,5.002301692966773,5.491803552968783,0.4895018600020098,0.0,0.6542661066122608,62,5.474935890735903,0.2310806091218954,높음,60
205,A07,0,0.6695592829128554,0.41380119048255365,4.771751148909432,5.207473192453327,0.4357220435438949,0.0,0.6539156580029348,63,5.093597248424057,0.4286415163289384,중간,149
273,A10,0,0.9442725575021931,0.0,4.977581395140612,5.324978512470169,0.3473971173295576,0.0,0.6520849132288205,64,5.5075237863896005,0.5019790487184314,중간,57
5,A01,0,0.5688771576403344,0.3502173469527245,5.110616092475466,5.552970093562139,0.4423540010866729,0.0,0.6520500707367801,65,5.38858822379797,0.4895051268449185,중간,76
243,A09,0,0.772125524447124,0.4005191334359837,4.55259481529107,4.967634289164047,0.41503947387297657,0.0,0.6518950600233384,66,5.020794741710319,0.3238316800096426,높음,164
59,A02,0,0.6430942047221936,0.2990378978334559,4.869013469414274,5.466286324837979,0.5972728554237046,0.0,0.6513307413096989,67,5.3957511879602835,0.2862415244543386,높음,72
161,A06,0,0.5016389583459049,0.6083184145830431,4.545098483820981,5.2094738068813085,0.6643753230603275,0.0,0.6510476069335299,68,5.115938725136998,0.2732834728551101,높음,142
210,A08,0,0.7113709325962259,0.23836721813276954,4.9749278070615865,5.4127935869986175,0.4378657799370309,0.0,0.6506886026197661,69,5.28617589887581,0.4927236319977631,중간,97
235,A08,0,0.7273010349092882,0.26268511110352055,4.751668805077523,5.325464835969774,0.5737960308922503,0.0,0.6504297591791205,70,5.2408323225635085,0.34427755495711027,높음,110
222,A08,0,0.8482258039190176,0.19863786763932448,4.700433095476877,5.1384926518888925,0.4380595564120151,0.0,0.6483576714277193,71,5.293846808535391,0.5559005201758024,중간,94
155,A06,0,0.4536961331050491,0.6022451863586282,4.736328006634169,5.299693207883918,0.5633652012497485,0.0,0.6472535834800192,72,4.945393647263083,0.9606773481109024,낮음,177
34,A02,0,0.765513011150979,0.27372817310373876,4.829279021168531,5.1779743335821795,0.34869531241364893,0.0,0.6468139179852672,73,5.154252748594196,0.3621806839061875,높음,124
246,A09,0,0.4753154806065043,0.8037780944192978,4.150909021562951,4.850352333141954,0.6994433115790031,0.0,0.646116454647958,74,4.853668881841913,0.3671024020321793,높음,196
228,A08,0,0.8032422863028489,0.27531685711088544,4.679453889702488,5.075985146000269,0.39653125629778074,0.0,0.6459305201118374,75,5.0276205784601595,0.44892749389283415,중간,163
281,A10,0,0.6875915265330068,0.3800060422889642,4.385778107177444,5.152115227536295,0.7663371203588509,0.0,0.6458930348645239,76,5.149534439108289,0.1870659027070884,높음,128
271,A10,0,0.7724182615503339,0.36258700905462915,4.406478431105011,4.965529115606616,0.5590506845016048,0.0,0.644162332773502,77,5.073264008843701,0.7931624362578297,낮음,156
48,A02,0,0.7959109255012987,0.1835013332727395,4.686089102317398,5.251750452427181,0.5656613501097834,0.0,0.6440599707135127,78,5.152757241645088,0.493859617941756,중간,127
137,A05,0,0.5760526547994099,0.5028939064525716,4.645997016929824,5.127015237490372,0.4810182205605482,0.0,0.639968949846991,79,5.250705352489931,0.4398165187369332,중간,107
239,A08,0,0.6527289625476187,0.4817719156207613,4.642801297459659,4.968797036779886,0.3259957393202271,0.0,0.6384177047446143,80,5.148037029763132,0.3588849172251843,높음,129
247,A09,0,0.629839628204697,0.5521331838660315,4.585561116560131,4.887955930954928,0.30239481439479743,0.0,0.6383390829491967,81,5.010324622658872,0.18411424188984846,높음,167
240,A09,0,0.6394285660451637,0.28081631394726053,4.674720809490908,5.38492215068235,0.7102013411914418,0.0,0.6382869375886594,82,5.283395355925405,0.2558046535664042,높음,98
244,A09,0,0.9233993479352115,0.05931733285822733,4.64442664648201,5.121959351232026,0.47753270475001575,0.0,0.6375631786984616,83,4.933681161001356,0.5248651787290548,중간,179
61,A03,0,0.6009867671732113,0.4107028423817225,4.617169902361651,5.220322283249219,0.6031523808875683,0.0,0.6374925133097732,84,5.212123011926314,0.2608762750863002,높음,114
253,A09,0,0.7512172441168371,0.2013534584827463,4.780233767486843,5.2563784390918595,0.4761446716050166,0.0,0.6369394920564297,85,5.241293958495986,0.36467452672006023,높음,109
217,A08,0,0.5484672108364981,0.5709916231169401,4.565225302449756,5.011248212811774,0.4460229103620179,0.0,0.6346221932217229,86,5.000061980094507,0.15297628873789054,높음,168
237,A08,0,0.8635634472384817,0.0,5.105546470563303,5.34270517048432,0.23715869992101624,0.0,0.6337558275890566,87,5.441963556231391,0.3825242615632623,높음,63
9,A01,0,0.5989167523219933,0.43678457622027334,4.710169579765656,5.08649798938451,0.3763284096188535,0.0,0.6282387557533331,88,5.203174509781105,0.22117802303747425,높음,117
295,A10,0,0.6611689716336238,0.20635239212177686,4.949019605555782,5.363919177994385,0.4148995724386024,0.0,0.6266394721745813,89,5.200398543827544,0.5932134021359066,중간,119
56,A02,0,0.732100683590392,0.3608386808734525,4.410687394824345,4.882810151503803,0.47212275667945836,0.0,0.625108944165656,90,5.089370238144453,0.4498045202615915,중간,151
268,A09,0,0.8010776741705088,0.02766595756714227,4.876623503420838,5.349015458041346,0.472391954620508,0.0,0.6243254901758801,91,5.394263293474322,0.19334403224997773,높음,74
255,A09,0,0.7303676752188953,0.2559271377677642,4.603623658503964,5.049287776526583,0.44566411802261907,0.0,0.6210504398245064,92,5.121325575727943,0.2537872383692668,높음,139
220,A08,0,0.718052990103029,0.2558798709107298,4.536719476212109,5.076667833945679,0.5399483577335706,0.0,0.6208169762737877,93,5.099856864245773,0.33627304847952766,높음,146
92,A04,0,0.5269571143925443,0.4256941433831284,4.937316285431067,5.205913043020258,0.268596757589191,0.0,0.6204810443435375,94,5.098963493622611,0.2716339407004478,높음,147
190,A07,0,0.7150711233082548,0.20429943385018395,4.9158001720907105,5.173718439982699,0.2579182678919887,0.0,0.6198739761715163,95,5.145354581756248,0.29738504934644133,높음,131
212,A08,0,0.8384647546954381,0.0,4.839639754743152,5.254953521949239,0.41531376720608737,0.0,0.6183321152942701,96,5.51051030863513,0.647234286731233,중간,55
154,A06,0,0.457289727634941,0.7722648492928692,3.974125456670999,4.678506140819719,0.7043806841487199,0.0,0.6173905809816658,97,4.993765592491342,0.9075012561801998,낮음,170
121,A05,0,0.4475448058643746,0.4851646944450959,4.440295452598926,5.233176895059148,0.7928814424602217,0.0,0.6153646228813674,98,5.189580793199099,0.6904998331324673,낮음,121
249,A09,0,0.5771951519570244,0.3516184258585325,4.583756017414848,5.169081574484035,0.5853255570691864,0.0,0.6143853393758258,99,5.204778211237369,0.1608188210134621,높음,116
132,A05,0,0.5451931231806848,0.5599921093090976,4.362688231883451,4.843809362261637,0.4811211303781864,0.0,0.6141464942271548,100,4.742803936439438,0.272636802155805,높음,251
35,A02,0,0.6743881499475418,0.23050875039750846,4.623389985492575,5.157069897242873,0.5336799117502977,0.0,0.613209309155485,101,5.166650493419635,0.15915139064159287,높음,123
76,A03,0,0.5212066273667914,0.4068234387389449,4.61005935433123,5.1799212113705675,0.5698618570393377,0.0,0.6125593578044358,102,5.1343651594382615,0.16999313706905758,높음,136
181,A07,0,0.6506926558573873,0.005260749688683453,5.291016338732242,5.63558002498158,0.3445636862493382,0.0,0.61212558650733,103,5.56467211317031,0.13022595101784207,높음,41
63,A03,0,0.7156180826864369,0.23072299843396948,4.363424063034759,5.045632617730975,0.6822085546962162,0.0,0.6119411247908455,104,5.102457929839823,0.25437193088032034,높음,144
55,A02,0,0.6185154307441578,0.30606640163942744,4.704816309427086,5.119249576823541,0.41443326739645503,0.0,0.6104094904626158,105,4.901782864335718,0.35106471561652364,높음,182
221,A08,0,0.8385017908017991,0.13636914995344793,4.599377066918778,4.900011733043179,0.3006346661244015,0.0,0.6086087619245684,106,4.993627492014047,0.5753749675333384,중간,171
296,A10,0,0.7584177497939957,0.2803179458971941,4.278967740340568,4.805457139092889,0.5264893987523207,0.0,0.6075191925601312,107,4.949698349615195,0.6166149525281961,중간,176
77,A03,0,0.6275442023814208,0.5668642347149053,4.354194617335176,4.5614873147166275,0.20729269738145106,0.0,0.6066736242229334,108,4.78977139377335,0.5118891374574162,중간,227
147,A05,0,0.5105795885131329,0.401546165718618,4.553003011578498,5.1274201152119,0.5744171036334027,0.0,0.6033733479211052,109,5.102184469404602,0.20652492253560298,높음,145
169,A06,0,0.5225572327805668,0.5925936303094421,4.383185314118758,4.731213918237378,0.34802860411862024,0.0,0.6032685577484413,110,4.892873825736764,0.3255620534890351,높음,184
87,A03,0,0.6177762169428962,0.37943573775505984,4.406303578635616,4.904493583917878,0.49819000528226187,0.0,0.6025079664626645,111,4.705331821772255,0.5147189311331185,중간,259
6,A01,0,0.5576401071782726,0.3568794450922024,4.830330525023518,5.085293829551625,0.2549633045281068,0.0,0.6018130218201693,112,5.167903934130626,0.1678757479572406,높음,122
238,A08,0,0.7362275010283521,0.11409440260834763,4.468954493860574,5.121901137328124,0.6529466434675504,0.0,0.6017195615054659,113,5.251311110260831,0.4765101264108601,중간,106
265,A09,0,0.8290233775435807,0.17580740269647485,4.4372107638158935,4.780255134449073,0.34304437063317916,0.0,0.6016409148377714,114,4.938553189757715,0.7291949383966142,낮음,178
206,A07,0,0.7056773164927914,0.3250315055197153,4.409766793861391,4.782823658465282,0.37305686460389076,0.0,0.6009170159839883,115,4.993059019393449,0.7079100009988735,낮음,172
71,A03,0,0.6006118970804317,0.5733094790679247,4.045187446509795,4.550923024326931,0.505735577817136,0.0,0.6001281575580167,116,4.595143766396976,0.12522440326840192,높음,273
215,A08,0,0.6746575225522118,0.22308342073191695,4.208977903676409,5.043952214886458,0.8349743112100487,0.0,0.5999978694151191,117,5.0478547147813,0.1518396864194493,높음,160
162,A06,0,0.7066362526992988,0.08537865491562327,4.545191836009938,5.230609580373687,0.6854177443637495,0.0,0.5999126069254822,118,5.262830437595836,0.22068923223206802,높음,104
185,A07,0,0.5770677003649469,0.4342342666229305,3.9543718418628173,4.866072461663827,0.9117006198010098,0.0,0.5992847339940967,119,4.767797901469654,0.17374828601530695,높음,232
19,A01,0,0.7632172197031859,0.39577746182260976,4.114939706959357,4.427279728780155,0.31234002182079745,0.0,0.5923819611038008,120,4.741177628343981,1.006322250393111,낮음,253
70,A03,0,0.5018303219761504,0.6826055564939669,3.7575613182931478,4.502007934096115,0.7444466158029672,0.0,0.5921920628158976,121,4.671724295709689,0.37100521958873994,높음,263
297,A10,0,0.727879110853513,0.1341106298482034,4.728766530507564,4.9998012156509635,0.2710346851433991,0.0,0.5909054988280797,122,5.077693901160969,0.4158780547687467,중간,155
199,A07,0,0.661886149149526,0.16893551937673673,4.775714476786321,5.077614827748332,0.3019003509620104,0.0,0.5894851298667003,123,5.142641696340193,0.192901793497464,높음,133
184,A07,0,0.6284635335642802,0.16128463770848328,4.623676537856841,5.160719662649987,0.5370431247931453,0.0,0.588263859237754,124,5.079371882900644,0.19598238981255817,높음,154
74,A03,0,0.5137652313677695,0.41140268592124496,4.33825515177728,4.910286347672951,0.5720311958956712,0.0,0.5835025667025739,125,4.967843571635766,0.6986324308992127,낮음,174
242,A09,0,0.7668169037782863,0.066300844624683,4.2677409844023835,4.950496687934171,0.6827557035317877,0.0,0.5819374705789955,126,5.091618882855173,0.5110442322310091,중간,150
64,A03,0,0.6347212819226494,0.35933165757116065,4.19299886650793,4.703383995415287,0.5103851289073571,0.0,0.5817556111517032,127,4.549353618732744,0.3348970262234351,높음,278
166,A06,0,0.6238227871237882,0.24093866365210811,4.752763499711779,4.953424637533895,0.2006611378221157,0.0,0.5814217749906065,128,5.107279674297082,0.5225066409448001,중간,143
241,A09,0,0.8109167623865049,0.23235423893231608,4.210564278597437,4.506635199853434,0.2960709212559971,0.0,0.5798958508909563,129,4.870143207854073,0.9496463795795224,낮음,187
245,A09,0,0.5694463428813161,0.4653585046967081,3.9784781756943652,4.636606823714988,0.658128648020623,0.0,0.5796800181089193,130,4.577848121262437,0.21749396680734961,높음,276
250,A09,0,0.7563589862139487,0.20457561240370747,4.685078833200724,4.6836055123882785,-0.0014733208124457775,0.0,0.5791517117665478,131,4.874209980549246,0.7406874449936334,낮음,185
78,A03,0,0.6446488378158021,0.3989949402253535,4.328548437057942,4.5515312283187175,0.22298279126077514,0.0,0.576337896683899,132,4.586201273064543,0.4598468526401638,중간,274
146,A05,0,0.46492399363546627,0.5742972228110964,4.0003952913713485,4.634951146553213,0.6345558551818646,0.0,0.5751645525329893,133,4.619822014306093,0.293214427962646,높음,269
225,A08,0,0.7034041559376736,0.1872226092858516,4.242266657416391,4.79994170448274,0.5576750470663487,0.0,0.5745716842752117,134,5.131985709976383,0.6115722546749206,중간,137
236,A08,0,0.7166924570426638,0.23050901841377114,4.259754723605966,4.655147347448422,0.3953926238424561,0.0,0.5714546954436296,135,4.841119277387739,0.5938580105400373,중간,202
117,A04,0,0.5165736800455372,0.5285516443091762,4.279468249300915,4.5428863599370475,0.26341811063613285,0.0,0.5693291289299797,136,4.611707473081938,0.23538290711520587,높음,271
54,A02,0,0.5043501544791757,0.4086028628798672,4.405324893164689,4.769958030324224,0.3646331371595348,0.0,0.565958118897239,137,4.898534102406256,0.8073532550259442,낮음,183
269,A09,0,0.678382547212708,0.10950279923456632,4.607967312937907,4.922673572411759,0.31470625947385233,0.0,0.5655684177580954,138,5.053855999493555,0.3440034886663262,높음,159
50,A02,0,0.5551473624662921,0.5609285458348405,3.92131867201127,4.223057485986571,0.3017388139753008,0.0,0.5521023808869939,139,4.361619606469764,0.2975005750900591,높음,292
280,A10,0,0.7471309216867642,0.3068664792748216,3.9910435984695525,4.248581678157057,0.25753807968750486,0.0,0.5519470248632116,140,4.657823707872096,1.0924198380568662,낮음,265
270,A10,0,0.5838444965844413,0.42929374654920927,3.990102222646563,4.36038029415899,0.370278071512427,0.0,0.5472670623569004,141,4.700859758235552,0.7998595712248082,낮음,260
259,A09,0,0.6693324316124191,0.37354589911285613,3.612440241469811,4.093688538506372,0.481248297036561,0.0,0.5296840352863439,142,4.316416051576016,0.7938348272454055,낮음,294
179,A06,1,0.46148763786785846,0.7153457292025129,5.5447901186200514,5.323284139385858,-0.2215059792341938,0.8224050643289461,0.5242811728134553,143,5.1196271142464855,0.6220685143553802,중간,140
100,A04,0,0.42658527991968326,0.5798325152989449,3.7348035555320522,4.177430425906601,0.4426268703745486,0.0,0.5189855496744531,144,4.376775418246769,0.8774939724719406,낮음,288
170,A06,0,0.35605387415928946,0.46217555274548583,4.095677058891242,4.5559707291848905,0.4602936702936482,0.0,0.5172881432791756,145,4.6134287557327,0.511790709973594,중간,270
167,A06,1,0.6544209402775014,0.5050147877444309,5.50365469269394,5.192187194121017,-0.3114674985729229,0.8224050643289461,0.5167800645028905,146,5.421903225777715,0.2821373424330556,높음,69
231,A08,0,0.4992273686325336,0.3892939313117969,4.046338113302186,4.308075302947434,0.26173718964524806,0.0,0.5126594677742161,147,4.411766826181199,0.46612271068411265,중간,286
101,A04,0,0.6280319118808394,0.12183982952054367,3.6642007710437796,4.458158271184141,0.7939575001403614,0.0,0.5070175229163908,148,4.622356465589506,0.5093191324929336,중간,268
204,A07,0,0.4102603574135923,0.5200614742569375,3.6025487184061733,4.1596170314501775,0.5570683130440042,0.0,0.5010928757202155,149,4.665710749106306,1.3266809201426233,낮음,264
230,A08,0,0.5477373806584056,0.41975124372265743,3.7309946839997594,3.994474270856263,0.26347958685650363,0.0,0.49818220281237136,150,4.151880083007541,0.4607493108534105,중간,300
138,A05,1,0.6394105630330018,0.6858789002331973,5.051140042918026,4.667189137230763,-0.38395090568726253,0.8224050643289461,0.4944636824823492,151,5.377162226096054,0.583973376192944,중간,81
29,A01,1,0.7124582114106317,0.35548431961834825,5.329538031689901,5.09282934374067,-0.23670868794923106,0.8224050643289461,0.49102417998252534,152,5.5364188294429155,0.27154205944782095,높음,47
86,A03,0,0.5714122931494438,0.2694201744523304,3.366176243379968,4.132470860108542,0.7662946167285742,0.0,0.4884223236953884,153,4.249267304151882,0.498630344966284,중간,299
168,A06,1,0.6040646014328681,0.5454115937877566,5.443179015910647,4.962729127311891,-0.4804498885987556,0.8224050643289461,0.4883469062429096,154,5.334626355042824,0.33217443798270907,높음,88
8,A01,1,0.5479660264394954,0.7258299188336319,5.257233084229774,4.721828313819678,-0.5354047704100955,0.8224050643289461,0.48528946515944416,155,5.247257203711479,0.520279571574684,중간,108
176,A06,1,0.7201556052850429,0.3465734275737352,5.0934028772122995,5.0102387603643415,-0.08316411684795799,0.8224050643289461,0.48255540661161334,156,5.362542732145982,0.5181446775172569,중간,85
49,A02,0,0.6657654827269862,0.14710852903634072,3.557754205238699,3.9999603869752662,0.4422061817365672,0.0,0.47373267112746875,157,4.4630114514482235,1.1233486380803703,낮음,285
33,A02,1,0.759144184436304,0.2512364805942714,5.469198013152342,5.012808896207154,-0.45638911694518747,0.8224050643289461,0.47350312589780397,158,5.666251575394665,0.3945997900375447,중간,29
