region_id,row,col,women_2039,elderly_65,decline_risk_index,youth_netmove,service_access,biz_density,risk_grade,vulnerability,vuln_rank,type
250,16,10,0.1257,0.2568,0.4893,-1.8813,33.3445,24.5777,위험진입,0.9761,36,1
178,11,13,0.1273,0.2529,0.5033,-2.3453,33.8482,30.4946,주의,0.959,37,1
191,12,11,0.1366,0.2099,0.6508,-1.5278,39.1996,24.9641,주의,0.9436,38,1
134,8,14,0.1415,0.267,0.5301,-2.485,35.6281,36.0468,주의,0.9326,39,1
265,17,10,0.1406,0.2784,0.5051,-2.7407,32.9644,34.3534,주의,0.9309,40,1
222,14,12,0.1496,0.2239,0.6683,-2.754,35.5361,28.4482,주의,0.9234,41,1
230,15,5,0.1194,0.2639,0.4524,-2.7411,31.1866,35.256,위험진입,0.9189,42,3
219,14,9,0.1571,0.2217,0.7085,-2.961,33.278,23.9975,주의,0.8992,43,1
245,16,5,0.1217,0.2662,0.4573,-0.9274,34.4814,28.7359,위험진입,0.8746,44,3
211,14,1,0.1364,0.2065,0.6605,-1.2099,39.2987,27.1868,주의,0.8718,45,1
251,16,11,0.1319,0.2479,0.5321,-0.8059,36.7318,27.515,주의,0.8686,46,3
208,13,13,0.1036,0.2638,0.3926,-0.6968,35.8178,37.0669,위험진입,0.8446,47,3
269,17,14,0.1101,0.2872,0.3832,-3.1205,29.3933,46.2664,위험진입,0.842,48,3
295,19,10,0.1044,0.3084,0.3385,-0.0054,30.8847,25.0988,위험진입,0.8198,49,3
192,12,12,0.119,0.2708,0.4396,-0.8084,30.3561,23.7968,위험진입,0.8191,50,3
270,18,0,0.1084,0.2411,0.4498,-2.5098,30.0795,38.8202,위험진입,0.8176,51,3
174,11,9,0.1417,0.2476,0.5724,-2.6292,31.6674,35.7759,주의,0.7977,52,3
249,16,9,0.1276,0.3032,0.421,-1.0444,33.0056,35.775,위험진입,0.7933,53,3
242,16,2,0.1347,0.2992,0.4501,-3.917,24.7313,41.8712,위험진입,0.792,54,3
163,10,13,0.0832,0.2746,0.3031,-0.406,37.392,49.2106,위험진입,0.791,55,3
275,18,5,0.1029,0.1837,0.5599,-3.3223,30.2375,41.5507,주의,0.7792,56,3
161,10,11,0.1145,0.2629,0.4356,0.3044,35.8482,29.9133,위험진입,0.7737,57,3
277,18,7,0.1392,0.2677,0.52,-2.1087,28.7219,30.2405,주의,0.7693,58,3
224,14,14,0.1446,0.2144,0.6743,-2.3953,36.2828,38.9269,주의,0.7666,59,3
290,19,5,0.0993,0.2324,0.4272,0.0231,30.283,20.9524,위험진입,0.7652,60,3
252,16,12,0.1349,0.275,0.4907,-1.2219,31.349,32.1596,위험진입,0.7443,61,3
231,15,6,0.1119,0.2915,0.3841,-1.7775,26.7414,38.2112,위험진입,0.7043,62,3
278,18,8,0.1248,0.2432,0.5131,-1.0691,29.6942,28.9265,주의,0.6967,63,3
262,17,7,0.1292,0.2475,0.5219,-1.8969,27.8427,31.8632,주의,0.6967,64,3
188,12,8,0.1113,0.2166,0.5138,-0.801,33.7572,35.8505,주의,0.696,65,3
146,9,11,0.1566,0.2905,0.5391,-1.8825,31.7632,40.1988,주의,0.6887,66,3
186,12,6,0.1308,0.2178,0.6009,-2.3563,33.2439,43.5504,주의,0.6871,67,3
175,11,10,0.1313,0.2376,0.5527,-0.8242,31.1624,29.9231,주의,0.6597,68,3
220,14,10,0.106,0.2398,0.4421,-1.1883,31.7943,43.6348,위험진입,0.6575,69,3
261,17,6,0.1337,0.2081,0.6427,-2.0838,28.8052,30.0043,주의,0.6538,70,3
272,18,2,0.1419,0.2557,0.5549,-1.307,29.6666,31.6365,주의,0.6504,71,3
291,19,6,0.1291,0.2399,0.5379,-0.5871,33.1448,34.3833,주의,0.6477,72,3
228,15,3,0.1424,0.2694,0.5286,-1.431,32.8477,42.9267,주의,0.6426,73,3
247,16,7,0.124,0.246,0.504,-1.2526,35.2149,49.0119,주의,0.6381,74,3
142,9,7,0.1418,0.2072,0.684,-0.4356,32.5286,21.4007,주의,0.6324,75,3
271,18,1,0.1415,0.1927,0.7343,-3.1481,33.6321,46.2758,주의,0.6306,76,3
286,19,1,0.1157,0.2667,0.4339,-1.4168,33.3996,52.4249,위험진입,0.6301,77,3
237,15,12,0.14,0.3121,0.4485,-2.1031,20.4494,28.7103,위험진입,0.6166,78,3
133,8,13,0.0992,0.2299,0.4315,-0.627,31.3219,41.3534,위험진입,0.6155,79,3
173,11,8,0.1363,0.2818,0.4836,-3.2813,22.8453,43.1609,위험진입,0.6134,80,3
235,15,10,0.1316,0.2393,0.5499,-0.5125,34.3112,38.6132,주의,0.6087,81,3
218,14,8,0.1497,0.2511,0.5959,-0.9927,35.9807,43.8681,주의,0.6049,82,3
171,11,6,0.1435,0.2477,0.5794,-1.7531,29.6727,38.2289,주의,0.5984,83,3
187,12,7,0.1409,0.2358,0.5977,-3.2369,25.5205,41.3693,주의,0.5982,84,3
267,17,12,0.1018,0.2611,0.3899,-0.0957,29.0424,35.6435,위험진입,0.597,85,3
266,17,11,0.1129,0.2307,0.4895,0.7554,29.0515,19.9446,위험진입,0.5948,86,3
104,6,14,0.144,0.271,0.5313,-1.3172,29.3411,37.6514,주의,0.5902,87,3
205,13,10,0.1191,0.279,0.4269,-0.6598,35.0772,53.215,위험진입,0.5855,88,3
203,13,8,0.1112,0.2371,0.4689,-0.3143,25.994,26.1421,위험진입,0.5766,89,3
193,12,13,0.1457,0.2458,0.593,-0.9509,32.048,37.7374,주의,0.5647,90,3
164,10,14,0.1128,0.247,0.4566,-2.0168,28.2655,50.6085,위험진입,0.5535,91,3
144,9,9,0.1325,0.2321,0.5708,-1.9467,23.8169,31.6798,주의,0.5412,92,3
241,16,1,0.1293,0.2185,0.5919,-3.4904,28.9615,59.3366,주의,0.5109,93,3
58,3,13,0.1292,0.2528,0.5111,-0.6795,35.6903,54.3471,주의,0.5106,94,3
217,14,7,0.1327,0.2236,0.5934,-1.1091,31.9606,43.6658,주의,0.507,95,3
154,10,4,0.1579,0.2517,0.6274,-1.8247,33.7274,52.0458,주의,0.5069,96,3
159,10,9,0.1327,0.2535,0.5236,-0.805,29.4266,40.9653,주의,0.498,97,3
113,7,8,0.1585,0.2214,0.7157,-2.8127,29.8484,46.7103,주의,0.4934,98,3
287,19,2,0.118,0.2246,0.5252,-0.8263,23.4175,28.0872,주의,0.4846,99,3
149,9,14,0.1405,0.2141,0.6562,-0.8332,30.2604,34.1481,주의,0.4826,100,3
214,14,4,0.1576,0.206,0.7647,-0.7906,35.1525,36.9422,주의,0.4804,101,3
117,7,12,0.1703,0.2418,0.7046,-1.1394,29.6207,32.0544,주의,0.4801,102,3
131,8,11,0.1418,0.2436,0.582,-1.1419,25.5836,32.7307,주의,0.4728,103,3
232,15,7,0.1262,0.2029,0.622,-2.0652,25.8152,39.3789,주의,0.4686,104,3
213,14,3,0.1416,0.2069,0.6846,-1.1213,34.1682,45.1015,주의,0.467,105,3
89,5,14,0.1195,0.2012,0.5939,-1.1902,30.7418,45.0254,주의,0.4641,106,3
179,11,14,0.1795,0.2113,0.8494,0.0998,39.6541,34.2851,주의,0.4564,107,3
172,11,7,0.1359,0.2327,0.5841,-1.194,30.3698,46.055,주의,0.4504,108,3
119,7,14,0.1631,0.2046,0.7971,-0.4574,35.8777,35.5064,주의,0.4485,109,3
132,8,12,0.1429,0.2345,0.6094,-1.3238,31.6337,48.4869,주의,0.448,110,3
148,9,13,0.1653,0.2115,0.7813,-1.9986,32.5498,44.3491,주의,0.441,111,3
70,4,10,0.1488,0.2361,0.6304,-0.9098,34.0792,49.3559,주의,0.4386,112,3
115,7,10,0.149,0.1824,0.8173,-1.9709,36.5567,51.3095,주의,0.4329,113,3
256,17,1,0.1319,0.2256,0.5845,-0.6516,38.3556,61.8416,주의,0.421,114,3
198,13,3,0.1105,0.2402,0.4602,0.6851,28.7839,36.2993,위험진입,0.4208,115,3
216,14,6,0.1563,0.2106,0.7422,0.508,39.1199,41.1015,주의,0.4108,116,3
289,19,4,0.16,0.1989,0.8041,-1.782,33.1255,44.7702,주의,0.4048,117,3
160,10,10,0.1384,0.2797,0.4949,-1.578,29.1149,58.3728,위험진입,0.3927,118,3
88,5,13,0.1564,0.1946,0.8039,-0.8175,35.7617,42.6682,주의,0.3925,119,3
169,11,4,0.1343,0.2541,0.5283,-0.4174,29.8156,46.5156,주의,0.3897,120,3
288,19,3,0.1338,0.1726,0.7753,-0.8099,33.4963,39.8671,주의,0.3883,121,3
86,5,11,0.1578,0.2355,0.6702,-2.2338,19.6405,30.6613,주의,0.3715,122,3
292,19,7,0.1682,0.2306,0.7295,-1.7194,27.9912,41.2539,주의,0.3638,123,3
202,13,7,0.1253,0.2389,0.5244,-0.2984,27.8715,44.9346,주의,0.3426,124,3
74,4,14,0.1596,0.2378,0.6712,-1.7743,23.2998,37.4759,주의,0.3373,125,3
71,4,11,0.1735,0.2238,0.775,-0.7837,34.1221,46.3646,주의,0.3229,126,3
285,19,0,0.1762,0.2435,0.7236,-2.8403,25.8088,51.4398,주의,0.3134,127,3
177,11,12,0.1094,0.2538,0.431,1.9839,31.8542,42.2706,위험진입,0.309,128,2
229,15,4,0.1702,0.1498,1.1363,-3.5717,32.8344,43.6426,보통이상,0.3042,129,3
114,7,9,0.1471,0.1987,0.7401,-1.6162,28.0552,46.2299,주의,0.2815,130,3
103,6,13,0.1419,0.2086,0.6803,0.2512,29.8225,38.5118,주의,0.2635,131,3
147,9,12,0.1295,0.2504,0.5173,-0.5405,26.2118,51.0564,주의,0.2542,132,2
42,2,12,0.1555,0.2642,0.5885,0.2926,33.2771,54.3403,주의,0.2506,133,2
240,16,0,0.1087,0.2807,0.3873,1.1855,24.7884,42.3662,위험진입,0.2401,134,2
100,6,10,0.1459,0.2444,0.5969,-0.5983,26.4198,49.2341,주의,0.2132,135,2
158,10,8,0.1482,0.2444,0.6066,-0.7795,26.3088,50.9561,주의,0.2009,136,2
84,5,9,0.1169,0.1989,0.5879,-0.1043,26.6021,48.4028,주의,0.1787,137,2
257,17,2,0.1169,0.2451,0.4772,0.6472,29.9279,60.6965,위험진입,0.1394,138,2
128,8,8,0.1191,0.1816,0.6558,-0.6675,26.2877,51.0575,주의,0.1384,139,2
170,11,5,0.1527,0.2695,0.5665,-0.9493,19.6193,46.7289,주의,0.1182,140,2
141,9,6,0.1531,0.2519,0.6078,0.4947,29.1134,51.9363,주의,0.1172,141,2
102,6,12,0.1603,0.19,0.8437,-1.3015,30.7746,56.4664,주의,0.0963,142,2
109,7,4,0.1267,0.2247,0.564,0.087,23.5211,48.5182,주의,0.088,143,2
130,8,10,0.1222,0.2359,0.5181,0.5775,18.5569,36.0692,주의,0.0844,144,2
157,10,7,0.1394,0.2243,0.6212,0.3076,21.7052,39.6913,주의,0.0637,145,2
182,12,2,0.1549,0.2583,0.5997,0.1743,23.5438,47.5596,주의,0.0559,146,2
162,10,12,0.1194,0.2301,0.5188,-0.9896,17.0083,49.8766,주의,0.0542,147,2
200,13,5,0.1746,0.1894,0.9221,0.7242,32.6512,39.3937,주의,0.0458,148,2
129,8,9,0.1495,0.1915,0.7804,0.3351,32.0594,53.5887,주의,0.0351,149,2
233,15,8,0.1485,0.2176,0.6821,0.6291,20.7847,32.1169,주의,0.0341,150,2
99,6,9,0.134,0.2074,0.6461,0.3932,21.7068,40.316,주의,0.0219,151,2
140,9,5,0.1568,0.221,0.7097,-1.1153,19.0402,44.5962,주의,0.01,152,2
190,12,10,0.169,0.1924,0.8784,-1.3491,23.39,44.1154,주의,0.0078,153,2
87,5,12,0.1605,0.2549,0.6297,-0.1015,25.8769,57.557,주의,0.0036,154,2
195,13,0,0.1705,0.2031,0.8395,1.061,34.8105,54.3554,주의,-0.0379,155,2
126,8,6,0.1854,0.1837,1.0089,-2.1512,22.0606,42.8259,보통이상,-0.0447,156,2
56,3,11,0.1616,0.1715,0.9421,-0.736,27.9414,48.3091,주의,-0.0466,157,2
212,14,2,0.1523,0.217,0.7019,-1.8667,18.0707,55.3201,주의,-0.0541,158,2
83,5,8,0.1333,0.1794,0.7428,0.7977,27.6553,49.3551,주의,-0.0589,159,2
67,4,7,0.1472,0.1999,0.7367,-0.7072,25.4829,59.4982,주의,-0.0626,160,2
28,1,13,0.1396,0.1554,0.8982,-0.1287,25.1574,40.7231,주의,-0.0633,161,2
215,14,5,0.1564,0.2202,0.7104,-0.4289,21.872,50.7283,주의,-0.0664,162,2
72,4,12,0.1629,0.1963,0.8298,-0.4459,25.3217,50.1683,주의,-0.0722,163,2
255,17,0,0.1464,0.2059,0.7111,-0.2405,24.7193,56.5511,주의,-0.0792,164,2
199,13,4,0.1163,0.218,0.5336,0.8009,20.0118,49.3558,주의,-0.0798,165,2
125,8,5,0.1561,0.2299,0.6792,-0.272,27.1116,67.0401,주의,-0.1056,166,2
112,7,7,0.1396,0.1733,0.8054,-0.9438,21.7448,51.5443,주의,-0.1102,167,2
111,7,6,0.116,0.2083,0.5569,1.8635,26.4798,55.5733,주의,-0.1184,168,2
85,5,10,0.1437,0.1785,0.8049,0.7351,24.5825,42.7536,주의,-0.1184,169,2
274,18,4,0.1481,0.1635,0.906,-0.886,26.6377,55.5457,주의,-0.1216,170,2
196,13,1,0.1246,0.2196,0.5673,1.9569,25.8669,53.016,주의,-0.1256,171,2
225,15,0,0.1456,0.2028,0.7178,-0.6013,20.1947,53.4553,주의,-0.1354,172,2
135,9,0,0.1514,0.1905,0.7944,0.171,31.5303,66.7487,주의,-0.1374,173,2
52,3,7,0.1475,0.2441,0.6041,0.5165,19.5321,50.6677,주의,-0.1439,174,2
244,16,4,0.15,0.2048,0.7325,-0.2286,23.8577,58.4173,주의,-0.1493,175,2
197,13,2,0.1434,0.2416,0.5933,0.0973,25.0662,69.0426,주의,-0.1511,176,2
50,3,5,0.1859,0.214,0.8686,-1.1405,22.8415,54.5957,주의,-0.1536,177,2
227,15,2,0.1646,0.185,0.8896,-0.0215,27.2648,52.9251,주의,-0.1581,178,2
19,1,4,0.1614,0.1905,0.8475,-1.0063,22.8208,55.5322,주의,-0.1615,179,2
21,1,6,0.1704,0.1673,1.0187,-0.3278,25.6623,42.5537,보통이상,-0.1635,180,2
189,12,9,0.1629,0.2062,0.7901,-0.8521,21.5333,56.7435,주의,-0.177,181,2
95,6,5,0.158,0.1772,0.8915,0.1828,28.7742,56.7343,주의,-0.1877,182,2
54,3,9,0.1824,0.2077,0.8782,-0.8021,19.2793,45.6221,주의,-0.195,183,2
185,12,5,0.1567,0.1993,0.7863,-0.4847,23.6413,61.1851,주의,-0.2112,184,2
248,16,8,0.164,0.189,0.8675,0.7157,24.5072,45.9803,주의,-0.2185,185,2
273,18,3,0.1333,0.2095,0.6365,-1.6308,14.325,64.4478,주의,-0.2411,186,2
127,8,7,0.1796,0.2416,0.7435,-0.6954,19.392,59.8597,주의,-0.2516,187,2
176,11,11,0.1677,0.1836,0.9139,0.9062,29.7695,55.7886,주의,-0.2549,188,2
151,10,1,0.1643,0.1879,0.8741,-0.3809,26.7733,64.5503,주의,-0.2588,189,2
184,12,4,0.153,0.203,0.7537,-0.1622,16.0896,47.348,주의,-0.2655,190,2
118,7,13,0.1522,0.1931,0.7883,-0.7259,17.5762,54.7318,주의,-0.2801,191,2
165,11,0,0.1489,0.142,1.0482,-0.1703,25.6336,49.2541,보통이상,-0.2946,192,2
94,6,4,0.1702,0.1742,0.977,-0.3254,25.5731,56.699,주의,-0.3018,193,2
150,10,0,0.1645,0.1795,0.9168,-1.1325,19.933,56.2384,주의,-0.3055,194,2
44,2,14,0.1869,0.1916,0.9758,0.0781,29.9314,63.6814,주의,-0.309,195,2
97,6,7,0.1577,0.1756,0.8981,-0.2009,21.832,53.7536,주의,-0.3126,196,2
59,3,14,0.1553,0.1854,0.8378,0.4033,21.2725,53.797,주의,-0.3434,197,2
156,10,6,0.1738,0.1782,0.9756,-0.2042,23.4692,54.5,주의,-0.3485,198,2
201,13,6,0.171,0.172,0.9942,0.3901,23.5221,47.8914,주의,-0.3537,199,2
124,8,4,0.1522,0.1463,1.0403,-2.0301,21.5469,63.5329,보통이상,-0.361,200,2
153,10,3,0.1975,0.2607,0.7575,2.7321,26.0946,50.4905,주의,-0.3628,201,2
55,3,10,0.1615,0.2073,0.7792,1.4868,20.9413,49.0793,주의,-0.3672,202,2
110,7,5,0.1374,0.1788,0.7685,-1.1276,15.3164,62.5564,주의,-0.3758,203,2
73,4,13,0.171,0.1629,1.0498,0.4503,26.6885,52.4182,보통이상,-0.3787,204,2
107,7,2,0.1861,0.1917,0.9705,0.0236,26.7134,63.243,주의,-0.3852,205,2
136,9,1,0.1606,0.1951,0.8228,1.7449,22.3984,48.6162,주의,-0.3919,206,2
38,2,8,0.1873,0.2018,0.9285,1.3399,25.1062,51.0966,주의,-0.3975,207,2
137,9,2,0.1512,0.1936,0.7809,-0.0408,22.9699,71.3324,주의,-0.4042,208,2
155,10,5,0.1715,0.2112,0.812,2.1804,23.2128,48.4298,주의,-0.4075,209,2
27,1,12,0.1641,0.223,0.736,0.7705,18.7824,57.9249,주의,-0.4127,210,2
82,5,7,0.1293,0.2272,0.5689,0.3407,12.7638,61.1853,주의,-0.4158,211,2
9,0,9,0.2021,0.1947,1.038,-0.9184,22.5984,61.5356,보통이상,-0.436,212,2
183,12,3,0.174,0.2145,0.8111,0.1935,21.7092,67.2579,주의,-0.4471,213,2
210,14,0,0.1319,0.1803,0.7314,1.9407,20.2331,53.2223,주의,-0.4473,214,2
81,5,6,0.188,0.2076,0.9056,-1.7482,11.8507,55.8391,주의,-0.4507,215,2
180,12,0,0.177,0.1679,1.0545,0.9202,25.8153,51.5266,보통이상,-0.4534,216,2
40,2,10,0.1252,0.1273,0.9841,0.8069,26.4884,60.5481,주의,-0.4646,217,2
43,2,13,0.1667,0.2,0.8332,1.3603,20.9935,54.1995,주의,-0.4661,218,2
168,11,3,0.1776,0.1618,1.0973,1.5061,30.7054,55.5188,보통이상,-0.4721,219,2
13,0,13,0.1807,0.184,0.9817,-0.1528,16.3072,47.1453,주의,-0.4769,220,2
26,1,11,0.1382,0.1622,0.852,0.2799,24.1354,71.3914,주의,-0.4777,221,2
37,2,7,0.1732,0.1461,1.1858,0.2427,24.1031,46.679,보통이상,-0.4884,222,2
152,10,2,0.1883,0.1808,1.0417,-0.403,19.734,53.876,보통이상,-0.4889,223,2
77,5,2,0.1397,0.169,0.8264,0.4934,25.7663,76.089,주의,-0.4895,224,2
53,3,8,0.1814,0.1497,1.2118,-1.1393,23.2785,56.1433,보통이상,-0.4901,225,2
116,7,11,0.1701,0.1661,1.0241,-0.521,25.4536,72.3105,보통이상,-0.5209,226,2
167,11,2,0.2014,0.1706,1.1805,0.6775,29.1072,57.5931,보통이상,-0.5255,227,2
143,9,8,0.1773,0.1527,1.1613,-0.3345,23.1246,55.7052,보통이상,-0.5365,228,2
166,11,1,0.164,0.1768,0.9278,-0.7934,14.8047,63.7069,주의,-0.5977,229,2
121,8,1,0.1566,0.2019,0.7756,1.045,16.6683,64.3608,주의,-0.6245,230,2
101,6,11,0.164,0.1846,0.8881,-0.8742,12.773,65.0723,주의,-0.6258,231,2
80,5,5,0.1757,0.1921,0.915,1.235,25.366,73.6644,주의,-0.6445,232,2
78,5,3,0.2127,0.1665,1.2779,-0.668,19.2382,50.6728,보통이상,-0.659,233,2
29,1,14,0.1499,0.1191,1.2588,0.1053,25.9501,61.1115,보통이상,-0.6678,234,2
36,2,6,0.1622,0.1582,1.0255,-0.5995,18.9566,71.3716,보통이상,-0.6896,235,2
69,4,9,0.177,0.1148,1.5414,0.0477,26.1331,43.3774,보통이상,-0.7073,236,2
24,1,9,0.2041,0.1923,1.0616,0.1857,16.5392,57.225,보통이상,-0.7123,237,2
66,4,6,0.1526,0.1301,1.1723,0.0648,16.9377,51.1537,보통이상,-0.7174,238,2
23,1,8,0.1878,0.1505,1.2479,-0.0483,23.5432,62.1422,보통이상,-0.7215,239,2
120,8,0,0.1684,0.1773,0.9496,0.7353,17.5638,64.5485,주의,-0.7313,240,2
79,5,4,0.1612,0.1684,0.9567,1.0479,19.2238,64.9501,주의,-0.7323,241,2
181,12,1,0.1897,0.1878,1.0099,-0.1313,8.5838,48.3986,보통이상,-0.746,242,2
39,2,9,0.1853,0.184,1.0072,1.6979,27.2705,76.0357,보통이상,-0.7625,243,0
41,2,11,0.1727,0.2011,0.8587,1.3937,16.3453,66.6799,주의,-0.7841,244,0
92,6,2,0.1625,0.199,0.8165,2.7508,17.8806,61.7805,주의,-0.7999,245,0
226,15,1,0.199,0.1751,1.1367,2.6213,24.5462,54.4243,보통이상,-0.8078,246,0
76,5,1,0.1738,0.2312,0.7519,2.2224,15.1794,66.9966,주의,-0.8179,247,0
6,0,6,0.1772,0.1719,1.0308,0.9235,12.952,53.4704,보통이상,-0.8279,248,0
4,0,4,0.1717,0.1496,1.1482,-0.0985,16.3175,62.084,보통이상,-0.8284,249,0
51,3,6,0.1954,0.1536,1.272,1.4638,25.6225,61.2655,보통이상,-0.8536,250,0
98,6,8,0.172,0.162,1.0615,0.2266,17.0224,69.4584,보통이상,-0.8548,251,0
90,6,0,0.1402,0.1539,0.9105,2.3635,16.6633,60.7339,주의,-0.8664,252,0
96,6,6,0.1685,0.1344,1.254,0.5866,17.19,54.5637,보통이상,-0.8931,253,0
68,4,8,0.1754,0.1558,1.1256,1.678,23.2662,68.6628,보통이상,-0.8985,254,0
7,0,7,0.2035,0.174,1.1694,-0.6589,13.9108,66.137,보통이상,-0.9021,255,0
25,1,10,0.1801,0.1662,1.0836,2.5313,24.2927,67.9032,보통이상,-0.9206,256,0
57,3,12,0.1736,0.1826,0.9509,3.1015,20.7113,67.0923,주의,-0.9548,257,0
106,7,1,0.1651,0.1513,1.0912,1.176,16.1354,64.5271,보통이상,-0.961,258,0
14,0,14,0.1803,0.1611,1.1194,1.3719,8.8942,44.7854,보통이상,-0.9764,259,0
64,4,4,0.1791,0.1506,1.1893,1.0388,16.8959,61.456,보통이상,-0.9788,260,0
11,0,11,0.1836,0.1724,1.0646,1.2161,16.6124,69.2613,보통이상,-0.9852,261,0
49,3,4,0.2092,0.1449,1.4431,-3.3962,9.9043,70.9471,보통이상,-1.0149,262,0
63,4,3,0.1623,0.1395,1.1639,1.0427,14.3879,60.9174,보통이상,-1.0209,263,0
5,0,5,0.1542,0.1807,0.8536,3.2372,15.5458,69.1679,주의,-1.0528,264,0
138,9,3,0.1659,0.1092,1.5187,1.9159,31.4389,67.4551,보통이상,-1.0528,265,0
91,6,1,0.1785,0.1533,1.1644,2.6455,16.1306,55.1648,보통이상,-1.0904,266,0
20,1,5,0.1967,0.1408,1.3968,0.6724,17.0761,58.5024,보통이상,-1.0928,267,0
108,7,3,0.1362,0.1565,0.8703,1.7098,5.0,63.886,주의,-1.1271,268,0
61,4,1,0.1895,0.1522,1.2453,1.2488,17.5741,70.2187,보통이상,-1.1467,269,0
10,0,10,0.202,0.1277,1.5815,0.0211,22.4639,67.6216,보통이상,-1.1497,270,0
45,3,0,0.151,0.1296,1.1648,1.187,14.5027,73.4722,보통이상,-1.1914,271,0
12,0,12,0.2011,0.1381,1.4569,0.9788,20.5223,66.9104,보통이상,-1.1914,272,0
31,2,1,0.2003,0.2188,0.9154,1.9168,9.8649,75.0206,주의,-1.1922,273,0
62,4,2,0.203,0.1236,1.6419,-0.055,20.7512,63.2411,보통이상,-1.194,274,0
48,3,3,0.1558,0.1476,1.055,1.8288,14.674,76.8413,보통이상,-1.1991,275,0
60,4,0,0.1709,0.1162,1.4702,2.6355,24.3032,61.207,보통이상,-1.2212,276,0
22,1,7,0.21,0.1521,1.3806,1.4742,17.8006,70.1005,보통이상,-1.2955,277,0
122,8,2,0.1589,0.1042,1.5253,1.0309,20.0697,68.5644,보통이상,-1.2971,278,0
46,3,1,0.1828,0.1481,1.2344,2.135,11.4399,62.5385,보통이상,-1.3243,279,0
8,0,8,0.1887,0.1108,1.7025,0.9343,29.8458,82.1852,보통이상,-1.3414,280,0
1,0,1,0.1581,0.1228,1.2879,1.5642,12.6986,68.297,보통이상,-1.3427,281,0
