sigungu,dong,dong_code,n_cafe,expected,gap,day_pop,night_pop,dist_center_km
강남구,일원본동,11680720,11,51.62741666666666,-40.62741666666666,23332.6561912,25755.612828285717,13.11382485829161
서초구,서초4동,11650531,73,113.32174338624343,-40.321743386243426,49051.649611199995,33451.38665685715,8.393364729378158
강남구,대치2동,11680610,118,157.38001851851854,-39.38001851851854,65451.336326799996,37076.42843171428,10.12180909718652
서초구,서초2동,11650520,126,162.50184788359792,-36.50184788359792,61837.5854824,30875.713809142857,9.450843033773115
서초구,잠원동,11650540,62,97.56389417989418,-35.56389417989418,38212.993438,38093.12582657143,6.733469787742892
성동구,행당1동,11200560,42,77.49710185185187,-35.497101851851866,46897.594778,38636.68684828572,5.141013800182891
용산구,이촌1동,11170630,17,51.61874807599806,-34.61874807599806,23829.8801816,25585.732205714285,5.181561923671867
강서구,공항동,11500620,48,81.65125396825398,-33.65125396825398,33547.19833,28168.091950857146,14.501032824859703
성동구,성수2가3동,11200690,139,172.02928571428572,-33.02928571428572,70575.94655,33021.23178171429,7.394557731703156
중구,중림동,11140680,38,70.01701587301585,-32.01701587301585,10029.9443884,6395.705306571428,1.359351222357133
종로구,가회동,11110600,58,89.44520899470902,-31.44520899470902,9060.0377904,3529.9788011428573,1.7030671248867046
서대문구,천연동,11410520,20,50.77586243386243,-30.77586243386243,12253.1975316,15611.363684571428,1.4583682094279338
서초구,반포1동,11650560,69,99.43142460317456,-30.431424603174563,37857.220184,32557.238458571428,7.589879768721643
강동구,강일동,11740515,22,52.12573148148147,-30.125731481481473,43312.005972000006,54421.516218000004,17.322061494898627
도봉구,창4동,11320514,29,58.52123412698411,-29.521234126984112,27411.4243084,28444.250328000002,11.497082293686518
강서구,가양2동,11500604,8,36.80145899470897,-28.801458994708973,13668.088956399999,11418.156632285714,11.044209476876189
중구,필동,11140570,93,121.16053174603172,-28.160531746031722,19492.337202,7445.080814857142,1.5876866215452135
노원구,하계2동,11350612,3,31.094791005291007,-28.094791005291007,14643.4424356,17835.464828285712,10.831854785708503
강남구,개포1동,11680660,2,28.164690596440604,-26.164690596440604,20445.7353272,30997.065766285716,11.594885561102155
강동구,천호1동,11740600,27,52.623052910052905,-25.623052910052905,26244.524864799998,31389.673867142854,14.36709325584416
중구,광희동,11140590,101,126.4093068783068,-25.409306878306793,35004.767161200005,13618.439190571427,2.2618233741494724
용산구,서빙고동,11170690,17,42.402694444444435,-25.402694444444435,16462.7292248,13170.523557142857,4.984756075879604
구로구,오류2동,11530780,27,52.188756012506026,-25.188756012506026,43009.451812399995,55931.11946771429,14.8703057860154
강동구,고덕1동,11740550,18,42.80802116402117,-24.80802116402117,21487.9485472,26836.335787142856,15.37052885744826
마포구,아현동,11440555,54,78.30313227513226,-24.303132275132256,28528.9432356,28840.81325142857,2.803414941309536
성동구,마장동,11200540,20,43.93714862914862,-23.937148629148624,17587.9028836,20041.353710857144,5.500263020192406
동작구,사당2동,11590630,40,63.658428571428594,-23.658428571428594,28361.6997628,29301.41700457143,8.62600691362783
강남구,청담동,11680565,98,121.42118518518524,-23.421185185185237,53914.4248556,31965.99308457143,7.775901396309984
송파구,잠실2동,11710670,30,53.02046560846559,-23.020465608465592,31827.440342,34247.99661085714,11.131714384146091
동작구,노량진2동,11590520,26,48.84761111111111,-22.847611111111107,14978.3592032,13637.651040285715,6.9048210068814475
서대문구,북가좌1동,11410710,6,28.761298941798934,-22.761298941798934,11807.990158,16381.686097714286,6.197390095692922
강북구,송천동,11305555,36,58.07011640211641,-22.070116402116412,22921.213426,24502.397054285717,7.101930700659405
노원구,월계3동,11350580,22,43.76093253968254,-21.760932539682543,18190.3766464,24990.375898285714,9.883100408746772
강동구,둔촌2동,11740700,41,62.759912698412684,-21.759912698412684,23955.2432924,26444.180448,15.044320901805195
강서구,방화2동,11500640,50,71.54303174603177,-21.543031746031772,21674.3429868,18160.170450285714,15.061244142611473
강남구,도곡2동,11680656,54,75.43586375661376,-21.435863756613756,29466.6332076,26916.108046571426,10.784051682028837
강서구,가양3동,11500605,8,29.31406481481481,-21.31406481481481,10805.3066784,11620.006220285713,10.38151009941078
송파구,가락1동,11710631,26,47.22282455507452,-21.222824555074517,26527.2074468,31979.244225428574,13.706392620313531
서초구,방배1동,11650600,48,68.90830603655604,-20.90830603655604,22777.7399672,16204.272119714286,9.208247436266408
노원구,중계2.3동,11350625,22,42.73355555555556,-20.73355555555556,27388.421728,31765.22603142857,11.350300598028817
성북구,월곡1동,11290715,33,53.31594155844155,-20.31594155844155,24349.665878800002,28364.222374,6.775470655705605
송파구,문정1동,11710641,41,61.289630110630135,-20.289630110630135,20791.613344,22950.725513714286,15.655857070627789
강남구,압구정동,11680545,125,145.17262169312176,-20.172621693121755,56946.977713600005,29040.078005714284,6.706559347543464
강북구,미아동,11305535,39,59.0736296296296,-20.0736296296296,20834.309675200002,21032.150847999997,7.995975387940242
강남구,개포2동,11680670,22,41.95533465608463,-19.95533465608463,27522.610599599997,32034.142675714284,11.770393808915665
동대문구,청량리동,11230705,36,55.910079365079355,-19.910079365079355,21618.8584716,17704.05240742857,6.284530672862956
구로구,가리봉동,11530595,10,29.66080291005293,-19.66080291005293,12349.9078296,11971.52350057143,12.213970210268425
양천구,신정6동,11470670,21,40.292303751803736,-19.292303751803736,17156.9465732,19551.523065999998,11.06816247583401
관악구,조원동,11620725,47,66.29218518518519,-19.29218518518519,49621.132416,45496.85827285714,11.154282477444122
양천구,신정7동,11470680,28,46.98227777777776,-18.98227777777776,18150.2892232,21215.120930285713,11.764505798520746
영등포구,영등포동,11560535,125,143.6535714285714,-18.65357142857141,71411.6424432,39061.071042285716,8.12341026494559
광진구,광장동,11215810,49,67.47994841269838,-18.479948412698377,33540.9695956,36910.52774628572,11.354055438514786
은평구,응암2동,11380590,13,30.92398941798942,-17.92398941798942,15481.0488628,20533.128594857142,5.842474205285584
용산구,이촌2동,11170640,3,20.51980026455026,-17.51980026455026,6590.536762799999,7304.226757142857,4.90979701758613
관악구,남현동,11620630,29,46.43299470899469,-17.43299470899469,20029.8010036,22160.273889714284,10.114810695869679
강남구,대치4동,11680630,127,144.14480820105825,-17.144808201058254,53875.2233796,29246.645614,9.79930839406022
노원구,월계2동,11350570,17,34.02916113516115,-17.029161135161146,15955.1623772,20109.014960285716,9.699353843379017
송파구,잠실4동,11710690,13,29.634361111111108,-16.634361111111108,22765.2741564,34424.77273142857,12.447764556249242
성동구,용답동,11200790,30,46.46522619047617,-16.465226190476173,17305.3490856,16470.660501714287,7.1118547069936415
영등포구,신길7동,11560690,16,32.34499338624339,-16.344993386243388,16636.5818128,19389.198915142857,8.423880150233899
양천구,신정3동,11470640,37,53.0040800865801,-16.004080086580103,32481.311502,41628.29406857143,12.858337687506879
성동구,성수1가1동,11200650,53,68.9742169312169,-15.974216931216901,20599.565188,13787.584283142856,6.728326457924429
강서구,방화3동,11500641,20,35.733276455026456,-15.733276455026456,12402.1906412,14756.634644571428,14.58245412392623
구로구,구로2동,11530530,49,64.68526058201056,-15.685260582010557,34289.6418996,29656.56865342857,11.458855111774062
관악구,보라매동,11620525,32,47.270670634920634,-15.270670634920634,17530.4384544,20866.082142,9.482684185308738
중랑구,상봉1동,11260580,29,44.16351479076478,-15.16351479076478,17979.0479356,17442.856,10.516048231611709
성북구,길음1동,11290660,32,46.784103174603175,-14.784103174603175,28038.064016,39586.181988285716,5.811521118449981
송파구,장지동,11710646,46,60.38067772967775,-14.38067772967775,27934.8472292,33546.173002285715,16.204879153751165
노원구,중계1동,11350621,31,45.33364682539684,-14.33364682539684,20366.7004808,25385.330104,12.58915037973083
강동구,천호3동,11740620,44,58.28938095238091,-14.28938095238091,24670.503732,30778.907508857144,13.907079628503642
구로구,신도림동,11530510,48,62.22092460317462,-14.220924603174623,30891.226115600002,29443.45613542857,10.522932508292556
서대문구,홍제1동,11410620,29,43.13021825396826,-14.130218253968259,19252.1850256,25371.843807142857,3.7573312991537016
관악구,삼성동,11620745,7,20.895949735449733,-13.895949735449733,15021.4898576,20259.56688485714,11.526090839924995
노원구,상계9동,11350710,8,21.635121091871074,-13.635121091871074,11894.3277392,16184.136770857143,13.23749208609783
노원구,상계8동,11350700,7,20.633120370370378,-13.633120370370378,13533.1267432,21230.891317142858,12.96228632471374
송파구,잠실7동,11710720,5,18.56380627705627,-13.563806277056269,9278.6931856,9598.410410857143,10.70872552325574
성북구,돈암2동,11290590,11,24.557320105820097,-13.557320105820097,10508.65684,17464.493890285714,4.546558413162621
도봉구,방학1동,11320690,45,58.48273941798942,-13.482739417989421,23997.3125976,22167.222053142857,12.333697073675182
구로구,오류1동,11530770,27,40.424251443001424,-13.424251443001424,17296.485478399998,20953.150297142856,14.22965422641124
관악구,난곡동,11620775,9,22.323253968253965,-13.323253968253965,13483.1131972,18557.202153142858,11.668606134825469
용산구,남영동,11170530,81,94.3074391534391,-13.307439153439105,25840.124573600002,8655.448697428572,2.1883007473812
양천구,신월7동,11470611,10,23.178261904761914,-13.178261904761914,12914.1311264,14953.885742571429,13.649160788569661
송파구,풍납1동,11710510,13,26.07996164021164,-13.07996164021164,12277.7736408,14056.862659714287,12.965221731145906
중구,을지로동,11140605,123,135.88840079365073,-12.888400793650732,27708.7580524,6460.860651428572,1.45063979051562
서대문구,홍은2동,11410685,31,43.790927128427136,-12.790927128427136,18632.4200896,23439.741924857142,4.6085895740510825
관악구,미성동,11620765,29,41.76742532467529,-12.767425324675287,17562.1064428,22847.28713885714,11.26925538633203
종로구,삼청동,11110540,69,81.67193121693126,-12.671931216931256,10116.078447599999,4302.6493094285715,1.6508703484362817
강서구,우장산동,11500615,46,58.44447619047619,-12.444476190476188,30223.776633999998,31979.39483228571,12.313374182596844
은평구,수색동,11380650,16,28.024212962962956,-12.024212962962956,12999.5664696,16398.86835085714,7.581439526427901
도봉구,창2동,11320512,24,35.858190476190494,-11.858190476190494,23352.051231600002,34464.087183999996,10.023380987962641
광진구,자양2동,11215830,40,51.80885233285235,-11.808852332852346,23140.249442,25624.027995714285,9.963210970609234
노원구,중계본동,11350619,36,47.735171957671945,-11.735171957671945,18186.118319600002,20686.83432,12.819660875040475
중구,동화동,11140665,25,36.72984523809523,-11.72984523809523,11740.1657376,12253.81827657143,3.5060702756092623
종로구,숭인2동,11110710,27,38.633642857142846,-11.633642857142846,14024.7741692,10532.699279142858,3.790801696032157
동대문구,전농1동,11230560,62,73.60906349206347,-11.60906349206347,36323.291744400005,33863.41489,6.552641662388
중구,회현동,11140540,144,155.46727380952376,-11.46727380952376,54900.0633412,8243.091530857144,0.8113297638633457
서대문구,북가좌2동,11410720,34,45.379365079365066,-11.379365079365066,23916.670570000002,29889.207364857142,5.951866270938265
노원구,상계10동,11350720,13,24.273214285714282,-11.273214285714282,13023.715546399999,11377.089791714285,12.506174707418985
동대문구,전농2동,11230570,18,29.0120064102564,-11.0120064102564,13653.497973200001,14153.154116000002,7.364448499579351
은평구,불광2동,11380530,20,30.97680555555556,-10.976805555555561,15451.072023600002,21272.38836342857,7.751402143527776
강동구,둔촌1동,11740690,16,26.848112433862436,-10.848112433862436,22312.371408,35057.72811285714,14.78964496452964
종로구,무악동,11110570,9,19.846809523809526,-10.846809523809526,5302.5082912,6813.045307428572,1.9626486457183105
마포구,성산2동,11440730,49,59.599572751322754,-10.599572751322754,28863.0925356,34504.644906,6.476112505230576
광진구,자양3동,11215840,50,60.57292989417991,-10.572929894179907,21775.8686468,23737.092770857143,9.001598820053104
은평구,구산동,11380560,29,39.40394841269842,-10.40394841269842,21680.6940724,29209.347515999998,7.658774105995682
도봉구,쌍문4동,11320681,12,22.11516666666666,-10.11516666666666,11623.4899708,13710.758622285713,11.02393460348736
강북구,삼양동,11305534,19,29.01739021164021,-10.017390211640208,16832.5142152,23079.070647714285,7.1786160010610365
서초구,양재2동,11650652,126,135.98012962962954,-9.980129629629545,49180.788134,27854.364201999997,12.057393588090514
영등포구,영등포본동,11560515,28,37.8503267195767,-9.8503267195767,16783.602484000003,17728.154670285716,8.380270665234558
중구,황학동,11140670,23,32.63683862433863,-9.63683862433863,11338.705688799999,13374.12336342857,3.737724912087742
강서구,화곡1동,11500540,71,80.62595370370371,-9.625953703703715,55823.9403868,54717.608767428566,12.61332200197426
강동구,암사3동,11740590,14,23.565546296296297,-9.565546296296297,15034.71897,18527.572367142857,14.041441139556785
중구,약수동,11140635,26,35.46853439153439,-9.46853439153439,11774.6232604,13983.480020285715,3.2353301162497825
중구,신당동,11140615,55,64.31230663780663,-9.312306637806628,22130.6481944,17441.71587714286,3.1643198166908224
구로구,구로1동,11530520,15,24.266965007214996,-9.266965007214996,13763.824456800001,17790.967148285712,12.14683104053943
금천구,시흥3동,11545690,11,20.15375396825397,-9.15375396825397,10000.0649344,10175.207373142857,15.351581162959361
마포구,염리동,11440610,42,50.801996031746036,-8.801996031746036,18038.8180092,18518.771341142856,3.325473103419346
노원구,상계6.7동,11350695,50,58.7753051948052,-8.775305194805199,44791.4742032,41237.604118285715,11.982929999112544
광진구,중곡4동,11215770,36,44.710365079365076,-8.710365079365076,20969.119614799998,25961.360975428568,9.897262437215437
성동구,금호4가동,11200620,17,25.526246031746044,-8.526246031746044,10160.2660948,11127.641860857142,4.356797295272972
동대문구,답십리1동,11230600,32,40.47214814814816,-8.472148148148158,20848.5114992,26332.239048571428,6.665358788718525
영등포구,대림3동,11560720,35,43.41063888888887,-8.410638888888869,21296.6481628,23196.588723714285,10.40422687583553
서대문구,홍제3동,11410640,23,31.324923280423295,-8.324923280423295,13201.3516188,15210.47875542857,4.000685117758005
도봉구,쌍문3동,11320680,24,32.26574338624338,-8.26574338624338,15173.679284,16746.06399657143,10.194232444715562
노원구,상계3.4동,11350665,21,29.17047222222221,-8.170472222222209,15534.3791372,21451.778621142857,14.493335969414641
중랑구,중화2동,11260610,36,44.09836243386243,-8.098362433862427,21399.9358664,26088.377379142854,9.44529404672378
성북구,돈암1동,11290580,7,14.835309523809523,-7.8353095238095225,8376.6882996,11696.997282857143,5.6242270775786665
금천구,시흥2동,11545680,7,14.829175925925922,-7.829175925925922,9990.471872,13646.06863142857,13.965478439258144
마포구,대흥동,11440600,85,92.81877380952379,-7.81877380952379,27044.3879192,20276.550399428572,3.6205537142023205
영등포구,대림1동,11560700,21,28.550620370370375,-7.550620370370375,14257.4946964,12782.193080857143,10.293622576740173
중랑구,면목5동,11260550,13,20.436499999999988,-7.436499999999988,9832.986314400001,12690.639355142855,9.255268078146623
성북구,장위2동,11290770,17,24.434432539682543,-7.434432539682543,12530.607352399998,16029.832407714286,8.301598649701084
서초구,서초1동,11650510,104,111.4329338624339,-7.432933862433899,35995.402213600006,25264.005865714284,9.250906724677694
구로구,수궁동,11530790,22,29.38001455026455,-7.380014550264551,16683.329481599998,19585.99737457143,15.482820174032177
동작구,사당4동,11590650,14,21.318641534391524,-7.318641534391524,10761.376585999998,15750.564036000002,9.316120340413683
송파구,마천1동,11710540,10,17.23044047619048,-7.230440476190481,8924.5289104,14034.212382571428,17.371180812852895
도봉구,창5동,11320515,38,45.21362433862435,-7.213624338624349,17233.950638399998,17051.288266285716,11.318479644091399
강서구,등촌2동,11500530,18,24.844609788359776,-6.844609788359776,13119.000614800001,18482.445036285713,10.489448250821942
서대문구,남가좌1동,11410690,13,19.762259259259256,-6.762259259259256,9267.371336799999,11139.330541714286,5.5023320390536075
종로구,숭인1동,11110700,8,14.593119047619048,-6.593119047619048,8082.568604,7982.0617702857135,3.5440233980222207
성동구,성수2가1동,11200670,79,85.56220899470902,-6.5622089947090245,21563.5842744,15621.677561714285,7.498060383174521
성북구,장위3동,11290780,12,18.406657407407394,-6.406657407407394,9130.480131999999,11515.926227428572,8.715821360614603
구로구,개봉1동,11530740,39,45.300990139490125,-6.300990139490125,22850.9159728,29044.681948,13.4054152235773
중랑구,면목4동,11260540,19,25.254776455026466,-6.254776455026466,13136.0929304,16959.742351714285,9.368401447050084
강동구,고덕2동,11740560,45,51.23173412698413,-6.231734126984129,23949.8596836,21770.528027428572,16.472914896783564
성북구,장위1동,11290760,20,26.190468253968255,-6.190468253968255,15864.146816800001,22931.002619714283,8.06251304249713
구로구,구로3동,11530540,143,149.14867460317467,-6.148674603174669,56402.973701200004,29244.919708,11.637421292965508
강서구,등촌3동,11500535,65,71.10805158730159,-6.108051587301588,34029.398374799996,27527.20040142857,11.752309000766877
동작구,대방동,11590660,55,61.06400396825395,-6.0640039682539495,41341.578090400006,46518.61732314286,8.250156312671661
강남구,세곡동,11680700,44,49.836412698412694,-5.836412698412694,40503.991764399994,52261.14226257143,15.364249760401428
성동구,금호2.3가동,11200615,21,26.743718253968265,-5.7437182539682645,14402.157988399998,21236.956397142858,4.155610609248999
성동구,응봉동,11200580,5,10.713919312169315,-5.713919312169315,8083.3843336,12752.586133714287,5.098623665179495
노원구,하계1동,11350611,39,44.65252380952381,-5.652523809523807,22049.0518112,24165.791810285715,11.40312398100586
중구,청구동,11140645,11,16.59560582010582,-5.5956058201058205,7825.9966048,10876.371280857142,3.3120754198940707
영등포구,대림2동,11560710,28,33.58619047619048,-5.586190476190481,15576.109328400002,17513.53130571429,10.839171489840508
관악구,성현동,11620565,22,27.553825396825403,-5.5538253968254025,15810.725198,23457.62582514286,8.98773591698056
은평구,신사2동,11380632,17,22.54938095238095,-5.54938095238095,11851.714930400001,16343.000071714287,6.6601428382721135
광진구,자양1동,11215820,42,47.540445767195756,-5.540445767195756,19611.7905136,23120.128852285714,9.700009175466125
관악구,난향동,11620715,6,11.512465608465604,-5.512465608465604,5059.9040663999995,6635.018848571429,12.629018997387696
광진구,자양4동,11215847,75,80.40255820105823,-5.402558201058227,26914.0394036,23453.94356485714,8.401012531324444
동작구,신대방1동,11590670,26,31.401026455026454,-5.401026455026454,17155.0694312,22428.374927714285,10.446763902597654
성동구,왕십리2동,11200520,18,23.394646825396826,-5.394646825396826,11945.6526684,17610.225226,4.6075613507039765
종로구,평창동,11110560,28,33.188356430606426,-5.188356430606426,16381.4755636,20588.11388257143,4.755788078520312
은평구,불광1동,11380520,35,40.14687698412698,-5.146876984126983,21077.125796,27445.912973714283,6.869555680452888
성동구,행당2동,11200570,14,19.093023809523807,-5.093023809523807,12290.1811504,20404.74402885714,4.667858925877613
은평구,갈현2동,11380552,38,43.08475396825398,-5.0847539682539775,19171.2329076,23572.533698,7.823006825569376
강동구,암사1동,11740570,42,46.94018121693122,-4.940181216931222,24953.77981,33011.59315057143,13.741664967761855
용산구,원효로1동,11170560,56,60.823781746031734,-4.8237817460317345,18635.5571988,18926.89634857143,3.3675280279828503
동대문구,답십리2동,11230610,28,32.64191269841269,-4.641912698412689,17392.2831016,24462.060793999997,7.19274497650501
성북구,종암동,11290705,46,50.51014935064932,-4.510149350649321,32768.4514784,42582.819342285715,6.114905919291211
관악구,청림동,11620545,10,14.368957671957675,-4.368957671957675,8760.5332256,13761.472796571428,8.760791008204823
용산구,원효로2동,11170570,18,22.332678978428994,-4.332678978428994,12998.4605264,15951.571167142856,4.136119230146504
중랑구,면목본동,11260565,33,37.165931337181334,-4.165931337181334,22568.637716,31229.347121142855,10.116215608767439
성북구,석관동,11290810,42,46.02929761904762,-4.029297619047618,23684.0327432,27513.852793142858,8.768213024591228
구로구,고척1동,11530720,42,45.95735654160654,-3.9573565416065435,23723.849634,22855.444053714287,12.492330409558733
서대문구,홍제2동,11410655,9,12.951945767195772,-3.951945767195772,7744.605499200001,11391.597493714286,3.4168624036510558
성동구,금호1가동,11200590,16,19.902326118326126,-3.902326118326126,10705.2108824,14004.761196285715,4.367348770218846
용산구,보광동,11170700,11,14.73419841269841,-3.73419841269841,6269.2183548,6529.470781999999,4.667750844789021
종로구,창신3동,11110690,7,10.554824074074071,-3.5548240740740713,3510.4658452,6584.346724571428,3.452811554113607
영등포구,신길4동,11560660,9,12.531209595959599,-3.5312095959595986,5950.4056056,7720.691432,8.730766039203704
마포구,성산1동,11440720,52,55.49162037037036,-3.491620370370363,18924.6336296,20862.570698571428,5.825100239670715
도봉구,방학3동,11320710,16,19.48653439153439,-3.4865343915343914,14302.158244,21577.750874285714,11.353794018316226
서대문구,홍은1동,11410660,21,24.14915608465609,-3.1491560846560915,11681.347994400001,17473.23812142857,4.379337459118983
금천구,시흥4동,11545700,8,10.960714285714285,-2.9607142857142854,8028.5783636,11923.342408285715,13.395805939909675
동작구,사당3동,11590640,21,23.940220298220275,-2.940220298220275,12903.8565212,19495.078976,8.934012504915144
금천구,독산1동,11545610,77,79.80017460317457,-2.8001746031745682,35680.6622204,37409.835508,13.198592511057303
중랑구,중화1동,11260600,16,18.77111772486773,-2.771117724867729,12239.3330472,18101.702674,9.920450815170465
영등포구,신길3동,11560650,15,17.668894179894195,-2.6688941798941954,10779.9785176,15298.735634,9.134190472906356
성북구,길음2동,11290685,36,38.12449338624339,-2.124493386243387,17508.509568,18996.262279714283,6.374869772759457
은평구,신사1동,11380631,32,33.88389658489659,-1.8838965848965898,16225.0964936,22842.709843428573,6.852749951019923
영등포구,신길5동,11560670,12,13.661777777777782,-1.6617777777777825,8962.1994472,10109.884055714285,9.664872914919263
은평구,녹번동,11380510,49,50.648678571428576,-1.6486785714285759,26600.157118,33389.16017085715,5.999692192500243
중구,다산동,11140625,40,41.50923677248679,-1.509236772486787,14758.107821599999,13018.16543657143,3.042114326609769
광진구,능동,11215780,31,32.492878306878296,-1.4928783068782963,14415.146618,11265.181950571428,9.240561119433211
성동구,사근동,11200550,67,68.46283597883603,-1.4628359788360257,25610.6165348,18759.18051314286,5.747729012745686
노원구,월계1동,11350560,43,44.31780158730158,-1.317801587301581,17761.0410656,19797.074261428574,9.403949109428
영등포구,신길1동,11560630,22,23.15796031746032,-1.1579603174603186,15816.2055552,19102.247509999997,7.935763180983232
양천구,목1동,11470510,88,88.98559126984125,-0.985591269841251,44661.0451176,30528.856362285715,10.238468460584773
동작구,신대방2동,11590680,54,54.917683862433876,-0.9176838624338757,23120.5009228,19170.04880342857,9.173375839607106
성북구,정릉1동,11290620,16,16.86283994708994,-0.8628399470899417,10744.768948,14191.261570571429,5.306630556924689
중랑구,면목2동,11260520,32,32.8380462962963,-0.838046296296298,16517.4798676,22299.34677942857,9.238141359600919
동작구,흑석동,11590605,57,57.819932539682526,-0.8199325396825259,31242.595540399998,29310.581806285718,6.72662248959582
용산구,용문동,11170590,18,18.727958994709,-0.7279589947089988,5876.552687199999,8223.903693714286,3.580148685775852
용산구,한남동,11170685,94,94.70468386243387,-0.7046838624338676,34236.2050612,19802.493038,4.17017957955943
송파구,거여1동,11710531,17,17.696681216931225,-0.6966812169312249,11467.43643,13575.798902857145,16.589233994722132
종로구,종로5.6가동,11110630,92,92.56428042328038,-0.5642804232803798,22094.8033664,8537.364796285714,2.383991396899406
구로구,구로4동,11530550,28,28.47444997594997,-0.4744499759499696,14563.9941952,16938.110570285713,11.48595478488202
중구,소공동,11140520,155,155.45849603174602,-0.45849603174602294,50122.5617344,6067.942341999999,0.37410301660022727
강서구,화곡2동,11500550,11,11.428329365079367,-0.42832936507936736,8559.1865172,12608.528719714286,11.543231595694849
양천구,신월3동,11470580,21,21.38643498168498,-0.3864349816849817,11865.1704688,12340.666002285714,13.762702845168782
중랑구,묵2동,11260630,29,29.175087301587325,-0.17508730158732533,15328.9712752,17778.417899714284,9.909481958169083
서초구,방배2동,11650610,60,60.11852777777774,-0.11852777777774293,23453.918294799998,18355.42185942857,9.644995164252496
동작구,노량진1동,11590510,69,69.01976587301588,-0.01976587301588495,33614.6377812,34044.87624,6.684992086830209
송파구,송파2동,11710590,36,36.01674074074075,-0.016740740740750937,16861.7325112,19175.46103657143,13.993063353721618
도봉구,창1동,11320511,32,31.87489285714284,0.12510714285716062,16090.390532,19111.750836857143,10.432983123882408
송파구,위례동,11710647,39,38.693134920634925,0.3068650793650747,43155.2514344,54403.36227228571,17.336381036889307
성북구,월곡2동,11290725,50,49.64798015873016,0.3520198412698434,22548.5275284,22876.60274,7.11826907093708
송파구,마천2동,11710550,19,18.585980158730152,0.41401984126984814,10521.2945508,13813.082362857142,16.879691548067026
은평구,증산동,11380640,18,17.49609126984127,0.5039087301587308,10825.7427964,13153.957216285715,6.555157013077477
강서구,화곡본동,11500590,25,24.474630952380952,0.5253690476190478,20654.2966528,32142.800488285717,11.973163719416506
중랑구,신내1동,11260680,47,46.33344312169313,0.6665568783068707,29531.3749676,34205.661688,11.78568163608503
강북구,삼각산동,11305575,25,24.29455291005291,0.7054470899470893,15875.943775599999,23213.854696,6.721872104831967
성북구,정릉3동,11290640,28,27.253935185185178,0.7460648148148223,14819.792731200001,14179.321935714286,5.211747446067144
동작구,상도4동,11590560,31,30.210711640211624,0.789288359788376,15041.5918992,23889.189292,8.194356489709405
영등포구,도림동,11560585,27,25.983472222222204,1.016527777777796,11963.8930988,17391.82232457143,9.316870056105211
마포구,공덕동,11440565,64,62.911351851851855,1.0886481481481454,29145.310226,35786.219396,2.7985995885466197
구로구,개봉3동,11530760,26,24.73253968253968,1.2674603174603192,15722.8907588,18384.91755114286,13.966661273759785
강북구,송중동,11305545,56,54.57582010582007,1.4241798941799289,29136.9887064,29312.224869142858,7.21784513940257
송파구,거여2동,11710532,18,16.553600529100525,1.4463994708994754,14046.0646244,18563.494010857143,16.954348391093045
